
,,,,,,,,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent
725,1999-00,BOS,NBA,82,35,47,.427,19730,3054,6880,2637,5620,417,1260,1621,2175,1108,2420,3528,1741,795,286,1259,2223,8146,-0.76,-0.24,-1.00,94.6,104.8,105.6,.474,13.8,30.4,0.236,.498,15.8,26.2,0.306
726,1999-00,DEN,NBA,82,35,47,.427,19855,3057,6911,2587,5514,470,1397,1531,2116,1073,2590,3663,1911,554,618,1281,1962,8115,-2.12,0.36,-1.76,94.7,103.5,105.8,.476,14.0,29.2,0.222,.479,13.0,28.4,0.235
727,2002-03,ATL,NBA,82,35,47,.427,19905,2859,6434,2457,5293,402,1141,1594,2011,937,2558,3495,1679,611,473,1367,1783,7714,-3.56,-0.31,-3.87,91.0,102.3,106.1,.476,15.7,27.9,0.248,.469,12.1,29.6,0.222
728,2003-04,CLE,NBA,82,35,47,.427,19855,2922,6753,2675,5967,247,786,1528,2030,1118,2619,3737,1808,585,537,1216,1743,7619,-2.62,-0.44,-3.07,90.8,101.4,104.2,.451,13.7,31.1,0.226,.469,12.3,27.0,0.221
729,2005-06,SEA,NBA,82,35,47,.427,19830,3077,6711,2472,5080,605,1631,1652,2104,1013,2233,3246,1696,622,306,1208,1933,8411,-3.02,0.14,-2.88,91.6,111.1,114.4,.504,13.7,30.4,0.246,.527,13.6,31.0,0.260
730,2006-07,IND,NBA,82,35,47,.427,19780,2872,6561,2391,5172,481,1389,1615,2125,990,2441,3431,1680,599,447,1335,1912,7840,-2.44,-0.19,-2.62,92.4,102.9,105.5,.474,15.1,28.4,0.246,.491,14.8,27.3,0.271
731,2006-07,PHI,NBA,82,35,47,.427,19880,2932,6408,2648,5585,284,823,1637,2135,899,2353,3252,1669,590,390,1258,1671,7785,-3.02,-0.24,-3.26,90.7,103.6,106.9,.480,14.6,27.2,0.255,.501,14.7,29.2,0.221
732,2008-09,CHA,NBA,82,35,47,.427,19930,2866,6299,2376,4960,490,1339,1455,1965,886,2366,3252,1741,580,397,1279,1754,7677,-1.27,0.07,-1.19,88.3,104.7,106.1,.494,15.1,27.7,0.231,.498,14.4,27.0,0.229
733,2010-11,MIL,NBA,82,35,47,.427,19830,2814,6544,2331,5130,483,1414,1423,1881,862,2480,3342,1545,617,399,1103,1682,7534,-0.84,-0.17,-1.02,89.8,101.6,102.5,.467,13.0,24.7,0.217,.481,14.7,25.2,0.236
734,2011-12,PHI*,NBA,66,35,31,.530,15915,2471,5516,2122,4553,349,963,889,1198,704,2144,2848,1453,526,340,738,1157,6180,4.24,-0.65,3.59,89.7,103.9,99.2,.480,10.9,24.4,0.161,.460,13.5,24.8,0.192
735,1974-75,PHI,NBA,82,34,48,.415,19805,3325,7476,,,,,1530,2043,1200,2706,3906,1709,576,263,1591,1974,8180,-3.06,0.47,-2.60,103.4,95.8,98.8,.445,16.0,30.4,0.205,.461,15.9,30.1,0.206
736,1976-77,PHO,NBA,82,34,48,.415,19730,3406,7249,,,,,1791,2345,1059,2493,3552,2100,750,346,1830,2089,8603,0.73,-0.09,0.64,106.6,98.1,97.5,.470,18.1,29.0,0.247,.462,18.1,32.1,0.265
737,1979-80,NJN,NBA,82,34,48,.415,19805,3456,7504,3371,7206,85,298,1882,2406,1229,2535,3764,2094,869,581,1702,2181,8879,-1.17,0.19,-0.98,106.1,101.5,102.5,.466,16.6,32.1,0.251,.472,16.5,33.6,0.263
738,1980-81,SEA,NBA,82,34,48,.415,19780,3343,7145,3311,7028,32,117,1813,2376,1167,2434,3601,1945,628,438,1524,1986,8531,-1.65,-0.20,-1.84,100.3,103.2,104.8,.470,15.7,33.1,0.254,.468,13.8,33.9,0.232
739,1981-82,CHI,NBA,82,34,48,.415,19880,3369,6728,3315,6515,54,213,1951,2545,1125,2525,3650,2043,580,483,1636,2008,8743,-2.02,0.45,-1.57,99.0,106.6,108.6,.505,17.3,33.6,0.290,.499,13.2,31.0,0.207
740,1984-85,ATL,NBA,82,34,48,.415,19855,3444,7119,3371,6884,73,235,1782,2371,1161,2345,3506,2009,665,541,1475,2047,8743,-1.45,0.32,-1.14,99.8,105.9,107.3,.489,15.3,32.5,0.250,.485,15.2,36.2,0.249
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
741,1992-93,GSW,NBA,82,34,48,.415,19905,3474,7212,3176,6360,298,852,1768,2465,1219,2384,3603,2010,693,383,1451,2056,9014,-0.99,0.05,-0.94,99.5,109.2,110.2,.502,14.9,34.2,0.245,.501,14.0,33.0,0.261
742,1994-95,MIL,NBA,82,34,48,.415,19855,3022,6586,2528,5237,494,1349,1608,2259,1063,2187,3250,1737,674,359,1393,1858,8146,-4.37,0.06,-4.30,92.7,106.2,110.9,.496,15.5,31.3,0.244,.530,15.3,31.7,0.230
743,1996-97,SAC,NBA,82,34,48,.415,19855,3000,6611,2586,5553,414,1058,1494,2067,1100,2307,3407,1799,588,362,1332,1946,7908,-3.38,-0.26,-3.64,91.0,105.0,108.7,.485,15.0,32.0,0.226,.495,14.3,31.5,0.264
744,1999-00,HOU,NBA,82,34,48,.415,19830,3001,6664,2420,5039,581,1625,1573,2145,1008,2586,3594,1774,613,438,1425,1663,8156,-0.87,0.30,-0.56,94.2,104.8,105.7,.494,15.8,29.1,0.236,.481,12.5,28.4,0.201
745,2004-05,GSW,NBA,82,34,48,.415,19905,3029,7039,2405,5265,624,1774,1412,1955,1069,2436,3505,1811,642,420,1112,1833,8094,-2.16,0.42,-1.74,93.3,104.7,106.9,.475,12.3,27.8,0.201,.491,13.9,30.3,0.227
746,2004-05,LAL,NBA,82,34,48,.415,19780,2895,6629,2251,4816,644,1813,1661,2137,1028,2511,3539,1672,508,344,1176,1794,8095,-2.96,0.64,-2.33,90.8,108.1,111.4,.485,13.4,29.5,0.251,.493,11.0,28.9,0.218
747,2005-06,GSW,NBA,82,34,48,.415,19830,2939,6785,2314,4953,625,1832,1573,2190,980,2485,3465,1694,604,357,1156,1941,8076,-1.35,0.24,-1.11,93.3,104.8,106.2,.479,13.0,26.9,0.232,.492,14.1,28.4,0.243
748,2005-06,HOU,NBA,82,34,48,.415,19830,2708,6252,2239,4838,469,1414,1502,1980,849,2565,3414,1580,588,320,1193,1863,7387,-1.59,0.28,-1.31,88.0,101.6,103.3,.471,14.3,25.5,0.240,.472,13.1,25.4,0.247
749,2007-08,NJN,NBA,82,34,48,.415,19830,2856,6450,2358,5020,498,1430,1647,2237,913,2520,3433,1925,521,390,1229,1855,7857,-5.06,-0.09,-5.15,91.5,104.0,109.4,.481,14.2,26.6,0.255,.497,12.7,26.2,0.271
750,2008-09,MIL,NBA,82,34,48,.415,19780,3009,6755,2498,5347,511,1408,1613,2067,973,2367,3340,1802,609,308,1154,1986,8142,-1.09,0.21,-0.87,92.6,106.7,107.9,.483,13.1,27.8,0.239,.503,15.6,26.0,0.315
751,2008-09,NJN,NBA,82,34,48,.415,19830,2925,6536,2273,4801,652,1735,1542,1980,850,2415,3265,1636,559,391,1075,1838,8044,-2.44,0.13,-2.31,89.9,108.3,111.0,.497,12.7,25.2,0.236,.509,13.0,26.5,0.272
752,2010-11,CHA,NBA,82,34,48,.415,19805,2873,6365,2480,5162,393,1203,1511,1999,848,2444,3292,1728,524,433,1192,1637,7650,-4.00,-0.08,-4.08,89.6,103.4,107.8,.482,14.1,25.7,0.237,.500,12.9,24.8,0.229
753,2011-12,HOU,NBA,66,34,32,.515,16065,2489,5543,2011,4213,478,1330,1018,1301,769,2014,2783,1404,496,319,955,1347,6474,0.23,0.35,0.57,91.7,105.5,105.2,.492,13.5,27.5,0.184,.490,13.8,26.6,0.210
754,2012-13,PHI,NBA,82,34,48,.415,19755,3059,6895,2541,5457,518,1438,1004,1377,896,2493,3389,1867,609,384,1070,1505,7640,-3.34,-0.17,-3.51,91.0,102.0,105.7,.481,12.5,24.9,0.146,.495,13.7,26.6,0.200
755,2012-13,TOR,NBA,82,34,48,.415,19980,2979,6685,2408,5020,571,1665,1442,1831,871,2426,3297,1765,595,392,1124,1836,7971,-1.48,-0.48,-1.96,90.4,105.9,107.5,.488,13.0,25.5,0.216,.500,13.6,26.6,0.247
756,2013-14,NOP,NBA,82,34,48,.415,19855,3101,6761,2615,5458,486,1303,1489,1936,933,2486,3419,1745,647,523,1129,1857,8177,-2.71,0.73,-1.98,92.2,107.2,110.1,.495,12.9,26.9,0.220,.515,13.6,26.2,0.249
757,2014-15,WAS,NBA,60,34,26,.567,14550,2307,4947,1953,3967,354,980,956,1284,634,2013,2647,1453,436,276,909,1267,5924,0.68,-0.72,-0.03,93.7,104.2,103.5,.502,14.2,25.2,0.193,.485,13.1,22.2,0.216
758,1973-74,KCO,NBA,82,33,49,.402,19705,3369,7342,,,,,1628,2104,1112,2554,3666,1744,796,384,1791,1916,8366,-3.73,0.49,-3.24,106.1,96.0,99.5,.459,17.8,29.6,0.222,.476,17.4,32.1,0.201
759,1981-82,NYK,NBA,82,33,49,.402,19830,3523,7178,3465,6964,58,214,1603,2171,1168,2273,3441,2075,719,338,1486,2195,8707,-2.67,0.52,-2.15,99.5,106.0,108.6,.495,15.4,33.1,0.223,.508,15.4,33.1,0.255
760,1990-91,CLE,NBA,82,33,49,.402,19830,3259,6857,3099,6378,160,479,1665,2176,1011,2329,3340,2240,643,450,1281,1672,8343,-2.46,0.13,-2.33,95.1,106.1,108.7,.487,14.1,29.7,0.243,.497,13.3,32.0,0.206
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
761,1993-94,LAL,NBA,82,33,49,.402,19755,3291,7316,3050,6513,241,803,1410,1967,1260,2204,3464,1983,751,461,1197,1877,8233,-4.29,0.36,-3.93,95.5,104.8,109.3,.466,12.8,33.2,0.193,.492,14.3,36.8,0.240
762,1995-96,BOS,NBA,82,33,49,.402,19905,3163,6942,2624,5489,539,1453,1630,2284,1050,2427,3477,1792,653,406,1302,2041,8495,-3.40,0.03,-3.37,96.2,106.4,109.9,.494,14.1,28.8,0.235,.511,14.3,30.0,0.258
763,1996-97,MIL,NBA,82,33,49,.402,19730,2967,6303,2643,5383,324,920,1560,2104,955,2263,3218,1610,632,348,1285,1892,7818,-1.89,0.51,-1.38,89.5,106.2,108.3,.496,15.1,29.7,0.248,.501,14.1,30.1,0.253
764,1998-99,IND*,NBA,50,33,17,.660,12100,1731,3866,1437,3067,294,799,977,1228,574,1452,2026,1005,316,223,649,1082,4733,3.74,0.12,3.86,86.4,108.7,104.4,.486,12.8,28.7,0.253,.460,12.7,30.1,0.236
765,1998-99,MIA*,NBA,50,33,17,.660,12025,1616,3565,1327,2761,289,804,928,1262,503,1512,2015,1019,327,304,744,1035,4449,4.96,0.15,5.11,84.8,104.7,98.9,.494,15.3,27.3,0.260,.439,13.6,29.0,0.226
766,1998-99,ORL*,NBA,50,33,17,.660,12050,1687,3943,1464,3268,223,675,876,1252,688,1445,2133,1067,496,213,819,935,4473,2.60,0.51,3.11,88.8,100.3,97.4,.456,15.4,32.6,0.222,.473,16.7,29.2,0.181
767,2001-02,ATL,NBA,82,33,49,.402,19780,2901,6610,2478,5416,423,1194,1486,1942,955,2445,3400,1656,667,350,1275,1702,7711,-4.23,-0.18,-4.41,91.9,101.8,106.4,.471,14.6,27.5,0.225,.495,14.1,29.1,0.218
768,2003-04,PHI,NBA,82,33,49,.402,19855,2682,6260,2343,5268,339,992,1512,2009,941,2408,3349,1640,654,358,1307,1701,7215,-2.49,-0.46,-2.95,88.0,99.1,101.9,.456,15.5,28.2,0.242,.467,14.7,29.3,0.231
769,2003-04,TOR,NBA,82,33,49,.402,19980,2654,6348,2193,5054,461,1294,1237,1650,830,2419,3249,1574,604,402,1164,1748,7006,-3.01,-0.40,-3.42,86.8,97.0,100.4,.454,14.1,23.8,0.195,.449,14.1,29.9,0.241
770,2004-05,NYK,NBA,82,33,49,.402,19880,2978,6599,2537,5359,441,1240,1580,2060,965,2393,3358,1665,629,260,1204,1942,7977,-2.44,-0.29,-2.73,90.7,106.2,108.9,.485,13.8,28.3,0.239,.501,13.8,28.8,0.265
771,2004-05,TOR,NBA,82,33,49,.402,19805,2952,6656,2304,4975,648,1681,1626,2101,844,2444,3288,1670,621,317,1087,1876,8178,-1.62,-0.19,-1.81,92.7,106.9,108.7,.492,12.5,23.7,0.244,.499,13.4,28.9,0.240
772,2005-06,BOS,NBA,82,33,49,.402,19880,2951,6322,2484,5032,467,1290,1664,2204,813,2432,3245,1716,578,422,1359,2033,8033,-1.54,-0.06,-1.59,92.2,105.2,106.9,.504,15.7,25.5,0.263,.490,13.8,27.2,0.282
773,2005-06,MIN,NBA,82,33,49,.402,19855,2888,6340,2578,5398,310,942,1436,1895,811,2422,3233,1716,559,471,1189,1889,7522,-1.88,0.13,-1.75,88.8,102.4,104.5,.480,14.2,25.2,0.226,.475,13.4,28.7,0.236
774,2006-07,CHA,NBA,82,33,49,.402,20005,2960,6643,2503,5363,457,1280,1568,2136,920,2346,3266,1836,638,369,1224,1985,7945,-3.74,-0.23,-3.97,92.0,103.6,107.6,.480,13.9,26.4,0.236,.500,14.7,28.4,0.279
775,2006-07,NYK,NBA,82,33,49,.402,20005,2903,6356,2429,4986,474,1370,1714,2396,1032,2516,3548,1532,543,260,1405,1932,7994,-2.85,-0.21,-3.06,90.8,105.7,108.8,.494,15.9,31.0,0.270,.504,13.0,26.0,0.246
776,2006-07,SAC,NBA,82,33,49,.402,19805,2941,6532,2411,5019,530,1513,1891,2473,797,2396,3193,1665,671,265,1194,1792,8303,-1.80,0.45,-1.35,94.8,106.2,108.0,.491,13.5,23.1,0.289,.513,14.9,27.5,0.240
777,2007-08,CHI,NBA,82,33,49,.402,19805,2987,6861,2513,5556,474,1305,1533,2029,1050,2478,3528,1811,635,429,1197,1784,7981,-3.09,-0.11,-3.19,93.0,103.9,107.2,.470,13.4,28.9,0.223,.496,14.2,26.9,0.258
778,2008-09,TOR,NBA,82,33,49,.402,19805,3054,6673,2575,5384,479,1289,1534,1861,802,2513,3315,1835,523,390,1098,1593,8121,-2.82,0.28,-2.53,92.0,107.0,110.0,.494,12.8,24.0,0.230,.511,12.6,26.3,0.202
779,2011-12,PHO,NBA,66,33,33,.500,15840,2495,5445,2051,4150,444,1295,1058,1397,717,2035,2752,1486,431,366,928,1233,6492,-0.24,0.53,0.29,92.6,106.2,106.5,.499,13.3,25.8,0.194,.491,13.1,28.3,0.200
780,2012-13,POR,NBA,82,33,49,.402,19855,3009,6715,2336,4811,673,1904,1304,1680,874,2474,3348,1784,538,353,1203,1518,7995,-3.17,0.65,-2.52,91.4,105.8,109.2,.498,13.9,25.3,0.194,.512,12.5,26.7,0.189
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
781,2013-14,CLE,NBA,82,33,49,.402,19930,3036,6955,2452,5315,584,1640,1398,1861,989,2629,3618,1738,579,304,1163,1640,8054,-3.29,-0.57,-3.86,93.1,104.2,107.7,.479,13.0,27.2,0.201,.508,13.0,24.2,0.199
782,2014-15,OKC,NBA,60,33,27,.550,14525,2289,5162,1847,3809,442,1353,1087,1431,744,2110,2854,1234,432,360,882,1326,6107,2.68,0.16,2.85,95.1,106.1,103.3,.486,13.2,28.0,0.211,.476,12.5,24.6,0.203
783,1973-74,HOU,NBA,82,32,50,.390,19855,3564,7426,,,,,1682,2071,1063,2588,3651,2212,727,407,1681,2104,8810,-0.13,-0.20,-0.34,106.1,100.3,100.5,.480,16.8,28.9,0.227,.478,17.0,31.0,0.231
784,1974-75,PHO,NBA,82,32,50,.390,19805,3381,7561,,,,,1535,2082,1349,2684,4033,1879,664,317,1760,2090,8297,-2.38,0.03,-2.35,104.3,96.4,98.6,.447,17.2,34.5,0.203,.458,16.0,29.3,0.243
785,1977-78,BOS,NBA,82,32,50,.390,19830,3494,7635,,,,,1682,2159,1235,2850,4085,1969,643,295,1652,2033,8670,-1.95,0.09,-1.86,105.9,99.1,100.9,.458,16.1,32.4,0.220,.456,13.9,28.6,0.226
786,1985-86,LAC,NBA,82,32,50,.390,19755,3388,7165,3324,6936,64,229,2067,2683,1159,2258,3417,1968,694,501,1506,1931,8907,-6.93,0.10,-6.83,102.7,105.4,112.1,.477,15.3,32.0,0.288,.512,14.0,36.0,0.225
787,1985-86,PHO,NBA,82,32,50,.390,19805,3518,6993,3480,6810,38,183,1949,2683,1034,2449,3483,2272,773,379,1763,2260,9023,-2.99,-0.17,-3.16,104.8,104.3,107.2,.506,17.7,31.3,0.279,.495,15.1,31.7,0.279
788,1993-94,BOS,NBA,82,32,50,.390,19905,3333,7057,3195,6580,138,477,1463,2003,1037,2380,3417,1928,674,440,1242,1849,8267,-4.28,0.01,-4.28,95.6,104.2,108.7,.482,13.5,29.3,0.207,.494,13.7,32.2,0.238
789,1994-95,MIA,NBA,82,32,50,.390,19805,3144,6738,2708,5556,436,1182,1569,2133,1092,2272,3364,1779,662,298,1291,2000,8293,-1.63,-0.22,-1.85,92.9,108.2,109.9,.499,14.4,31.7,0.233,.510,14.9,31.3,0.264
790,1999-00,CLE,NBA,82,32,50,.390,19855,2977,6734,2634,5815,343,919,1653,2205,1010,2499,3509,1941,715,363,1427,2219,7950,-3.50,-0.14,-3.64,95.7,100.4,104.0,.468,15.6,28.1,0.245,.474,15.1,28.8,0.275
791,2000-01,DET,NBA,82,32,50,.390,19855,2919,6880,2530,5768,389,1112,1610,2233,1108,2626,3734,1629,613,447,1304,1955,7837,-1.70,-0.39,-2.08,94.7,100.0,101.8,.453,14.2,29.3,0.234,.466,14.0,27.8,0.233
792,2006-07,MIN,NBA,82,32,50,.390,20005,2997,6503,2613,5414,384,1089,1499,1892,819,2474,3293,1848,532,325,1278,1758,7877,-3.67,0.51,-3.16,91.0,103.9,107.9,.490,14.8,25.1,0.231,.498,13.3,27.9,0.226
793,2006-07,POR,NBA,82,32,50,.390,19955,2874,6392,2448,5160,426,1232,1543,2006,923,2299,3222,1513,555,380,1236,1931,7717,-4.29,0.51,-3.78,88.3,105.1,109.9,.483,14.5,28.2,0.241,.508,13.5,27.0,0.267
794,2007-08,CHA,NBA,82,32,50,.390,19880,2960,6554,2431,5111,529,1443,1510,2115,892,2440,3332,1748,614,402,1204,1777,7959,-4.38,-0.11,-4.48,91.8,104.6,109.4,.492,13.9,25.6,0.230,.505,13.4,29.0,0.235
795,2008-09,NYK,NBA,82,32,50,.390,19805,3157,7091,2334,4807,823,2284,1490,1900,911,2545,3456,1738,610,204,1174,1672,8627,-2.61,0.28,-2.33,96.7,108.1,110.8,.503,12.9,24.4,0.210,.520,13.0,27.3,0.215
796,2009-10,IND,NBA,82,32,50,.390,19705,3020,6823,2361,4927,659,1896,1564,2019,785,2618,3403,1730,585,439,1232,1848,8263,-3.01,-0.09,-3.10,97.1,103.7,106.8,.491,13.8,21.6,0.229,.490,13.4,27.0,0.258
797,2010-11,LAC,NBA,82,32,50,.390,19855,3015,6594,2502,5075,513,1519,1546,2187,955,2501,3456,1813,585,402,1343,1733,8089,-3.13,0.42,-2.71,92.8,105.3,108.7,.496,15.1,28.4,0.234,.499,12.8,26.8,0.250
798,2014-15,MIL,NBA,59,32,27,.542,14310,2215,4801,1808,3702,407,1099,938,1213,595,1849,2444,1382,572,283,987,1307,5775,1.51,-0.70,0.81,94.0,103.1,101.5,.504,15.6,24.4,0.195,.479,15.7,27.9,0.221
