
,,,,,,,,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent
640,1979-80,POR*,NBA,82,38,44,.463,19780,3408,7167,3382,7035,26,132,1560,2100,1295,2408,3703,1898,708,472,1552,1956,8402,-0.82,-0.05,-0.87,98.6,103.4,104.3,.477,16.1,35.5,0.218,.482,15.3,32.1,0.245
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
641,1982-83,DAL,NBA,82,38,44,.463,19730,3674,7550,3631,7365,43,185,1852,2462,1296,2381,3677,2227,552,348,1348,2067,9243,-0.41,-0.29,-0.70,102.8,109.4,109.8,.489,13.5,34.8,0.245,.506,14.0,33.8,0.228
642,1983-84,DEN*,NBA,82,38,44,.463,19805,3935,7983,3858,7728,77,255,2200,2690,1133,2444,3577,2482,711,352,1344,2279,10147,-1.10,-0.17,-1.27,110.5,111.3,112.3,.498,12.8,29.3,0.276,.522,14.6,33.4,0.277
643,1983-84,KCK*,NBA,82,38,44,.463,19755,3516,7230,3464,7041,52,189,1939,2495,1144,2273,3417,2229,715,383,1504,2200,9023,-1.48,-0.15,-1.62,102.9,106.5,108.0,.490,15.3,32.4,0.268,.505,16.1,33.1,0.266
644,1984-85,CHI*,NBA,82,38,44,.463,19805,3453,6909,3424,6748,29,161,1981,2526,1074,2366,3440,1992,622,468,1463,2071,8916,-0.84,0.35,-0.50,99.4,108.7,109.6,.502,15.4,32.2,0.287,.495,13.8,32.5,0.257
645,1987-88,IND,NBA,82,38,44,.463,19705,3436,7154,3273,6669,163,485,1546,1982,1078,2457,3535,1977,619,345,1318,2038,8581,-0.79,0.62,-0.18,98.0,106.6,107.4,.492,14.1,30.1,0.216,.481,13.5,32.1,0.263
646,1987-88,NYK*,NBA,82,38,44,.463,19805,3363,7232,3184,6665,179,567,1750,2306,1286,2194,3480,2012,789,445,1518,2361,8655,-0.49,0.63,0.14,99.1,105.9,106.4,.477,15.5,36.0,0.242,.486,17.0,34.5,0.324
647,1987-88,WSB*,NBA,82,38,44,.463,19880,3355,7164,3326,7026,29,138,1914,2476,1229,2297,3526,1875,698,502,1384,1922,8653,-0.77,0.61,-0.16,98.1,106.5,107.2,.470,14.4,34.2,0.267,.487,14.4,34.8,0.231
648,1988-89,DAL,NBA,82,38,44,.463,19780,3244,6917,3033,6236,211,681,1785,2263,1048,2397,3445,1867,579,476,1233,1739,8484,-1.21,-0.58,-1.79,95.9,107.4,108.6,.484,13.5,29.5,0.258,.480,12.5,33.9,0.215
649,1991-92,ATL,NBA,82,38,44,.463,19905,3492,7476,3282,6805,210,671,1517,2074,1288,2498,3786,2123,793,320,1255,1771,8711,-1.50,0.35,-1.15,97.8,107.3,108.9,.481,13.0,33.6,0.203,.497,13.2,31.7,0.209
650,1991-92,MIA*,NBA,82,38,44,.463,19830,3256,7061,2999,6310,257,751,1839,2329,1187,2366,3553,1749,670,373,1377,1819,8608,-4.21,0.27,-3.94,97.7,106.7,110.9,.479,14.6,33.0,0.260,.508,13.9,32.4,0.235
651,2002-03,GSW,NBA,82,38,44,.463,19755,3061,6941,2636,5706,425,1235,1853,2382,1284,2546,3830,1712,594,506,1295,1786,8400,-1.13,0.54,-0.60,94.2,108.3,109.5,.472,13.9,35.0,0.267,.482,12.2,32.1,0.220
652,2005-06,NOK,NBA,82,38,44,.463,19805,2831,6428,2531,5543,300,885,1649,2176,918,2379,3297,1519,611,311,1095,1786,7611,-2.82,0.31,-2.51,89.0,103.7,106.8,.464,12.9,26.9,0.257,.502,14.3,26.6,0.243
653,2005-06,PHI,NBA,82,38,44,.463,19905,3001,6546,2626,5515,375,1031,1770,2330,873,2425,3298,1653,651,404,1159,1712,8147,-1.95,-0.15,-2.11,92.7,106.0,108.1,.487,13.3,25.6,0.270,.500,14.3,28.7,0.240
654,2007-08,SAC,NBA,82,38,44,.463,19830,3043,6558,2533,5191,510,1367,1812,2272,829,2456,3285,1567,651,334,1317,1839,8408,-2.26,0.40,-1.85,94.7,107.5,109.9,.503,14.8,25.2,0.276,.510,13.9,28.3,0.256
655,2011-12,DEN*,NBA,66,38,28,.576,16040,2572,5404,2137,4093,435,1311,1293,1760,738,2105,2843,1581,540,330,1015,1297,6872,2.88,0.29,3.16,94.2,109.2,106.2,.516,14.1,27.7,0.239,.508,14.3,25.7,0.185
656,2012-13,MIL*,NBA,82,38,44,.463,19830,3128,7197,2527,5527,601,1670,1251,1700,1068,2537,3605,1876,685,550,1156,1554,8108,-1.50,-0.32,-1.82,94.7,103.6,105.2,.476,12.7,27.9,0.174,.492,14.4,28.7,0.201
657,2013-14,ATL*,NBA,82,38,44,.463,19830,3061,6688,2293,4572,768,2116,1392,1782,713,2565,3278,2041,680,326,1251,1577,8282,-0.48,-0.40,-0.88,94.6,105.9,106.4,.515,14.3,21.0,0.208,.510,14.0,25.6,0.196
658,1975-76,POR,NBA,82,37,45,.451,19730,3417,7292,,,,,1699,2350,1116,2843,3959,2094,776,408,1867,2091,8533,-1.24,0.13,-1.12,107.7,96.4,97.6,.469,18.3,29.6,0.233,.452,15.9,28.3,0.242
659,1978-79,NJN*,NBA,82,37,45,.451,19755,3464,7523,,,,,1904,2613,1241,2370,3611,1907,853,619,1861,2329,8832,-4.17,0.17,-4.00,109.5,98.0,101.8,.460,17.7,31.8,0.253,.480,18.3,34.2,0.296
660,1979-80,CLE,NBA,82,37,45,.451,19930,3811,8041,3775,7854,36,187,1702,2205,1307,2381,3688,2108,764,342,1370,1934,9360,0.34,0.08,0.43,105.6,106.7,106.4,.476,13.2,33.1,0.212,.505,16.3,34.1,0.216
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
661,1979-80,IND,NBA,82,37,45,.451,19855,3639,7689,3551,7375,88,314,1753,2333,1398,2326,3724,2148,900,530,1517,1973,9119,-0.70,0.15,-0.54,104.4,105.5,106.2,.479,14.8,35.4,0.228,.493,17.0,37.5,0.230
662,1980-81,DEN,NBA,82,37,45,.451,19955,3784,7960,3754,7815,30,145,2388,3051,1325,2497,3822,2030,720,380,1444,2108,9986,-0.48,-0.47,-0.95,109.8,109.4,109.8,.477,13.4,33.1,0.300,.509,14.6,34.6,0.232
663,1982-83,DET,NBA,82,37,45,.451,19880,3623,7602,3551,7330,72,272,1921,2588,1312,2477,3789,2108,679,572,1557,2122,9239,-0.40,0.24,-0.17,105.8,105.4,105.8,.481,15.1,33.6,0.253,.496,15.4,33.8,0.214
664,1983-84,GSW,NBA,82,37,45,.451,19830,3519,7534,3464,7308,55,226,1915,2577,1390,2171,3561,1837,830,348,1518,2108,9008,-3.40,0.05,-3.35,103.3,105.5,108.8,.471,14.9,35.6,0.254,.519,17.0,35.8,0.250
665,1983-84,SAS,NBA,82,37,45,.451,19980,3909,7721,3830,7458,79,263,1965,2604,1230,2528,3758,2361,685,491,1447,2146,9862,-0.27,-0.23,-0.50,106.5,111.2,111.4,.511,14.0,33.4,0.255,.508,13.7,33.8,0.233
666,1985-86,SAC*,NBA,82,37,45,.451,19780,3538,7220,3508,7086,30,134,1818,2338,1135,2377,3512,2304,602,388,1533,2134,8924,-3.07,-0.12,-3.19,102.0,106.2,109.2,.492,15.7,32.7,0.252,.499,14.4,32.5,0.273
667,1986-87,DEN*,NBA,82,37,45,.451,19780,3744,7951,3638,7560,106,391,1975,2568,1294,2368,3662,2317,754,421,1216,2184,9569,-0.87,-0.27,-1.14,106.2,109.3,110.2,.478,11.8,32.2,0.248,.503,15.4,33.0,0.307
668,1989-90,GSW,NBA,82,37,45,.451,19705,3489,7208,3246,6458,243,750,2313,2858,915,2385,3300,1978,756,488,1415,2010,9534,-3.13,0.58,-2.55,105.9,109.6,112.6,.501,14.3,26.1,0.321,.494,13.6,38.5,0.253
669,1997-98,DET,NBA,82,37,45,.451,19955,2862,6373,2569,5435,293,938,1704,2288,1044,2338,3382,1597,678,344,1198,1805,7721,1.57,0.38,1.95,88.2,105.3,103.5,.472,14.0,30.9,0.267,.474,14.8,29.8,0.243
670,1998-99,SAS*,NBA,50,37,13,.740,12075,1740,3812,1568,3291,172,521,988,1415,614,1584,2198,1101,421,351,759,1010,4640,8.06,-0.94,7.12,88.6,104.0,95.0,.479,14.6,30.4,0.259,.423,13.8,30.5,0.198
671,1998-99,UTA*,NBA,50,37,13,.740,12175,1684,3620,1544,3232,140,388,1158,1510,555,1508,2063,1204,398,276,814,1133,4666,6.52,-0.99,5.54,87.0,105.8,98.4,.485,16.0,30.0,0.320,.441,14.4,29.6,0.242
672,2001-02,WAS,NBA,82,37,45,.451,19730,2938,6664,2633,5878,305,786,1428,1866,1055,2393,3448,1715,570,354,1068,1763,7609,-1.40,-0.17,-1.58,88.3,104.8,106.4,.464,12.5,30.7,0.214,.484,13.0,28.6,0.214
673,2002-03,NYK,NBA,82,37,45,.451,19855,2967,6725,2361,5143,606,1582,1320,1620,842,2376,3218,1800,579,255,1149,1888,7860,-1.35,-0.25,-1.61,90.7,104.7,106.2,.486,13.4,24.4,0.196,.485,13.7,28.2,0.261
674,2002-03,WAS,NBA,82,37,45,.451,19830,2816,6394,2563,5583,253,811,1617,2077,917,2395,3312,1612,621,390,1095,1644,7502,-1.01,-0.46,-1.47,88.2,103.0,104.1,.460,13.0,27.3,0.253,.477,13.8,28.4,0.212
675,2003-04,GSW,NBA,82,37,45,.451,19855,2875,6511,2446,5228,429,1283,1470,2028,1002,2533,3535,1681,576,389,1211,1691,7649,-0.73,0.66,-0.07,89.8,103.0,103.8,.475,14.1,28.4,0.226,.476,13.3,27.9,0.211
676,2003-04,SEA,NBA,82,37,45,.451,19805,2939,6590,2216,4654,723,1936,1363,1782,907,2318,3225,1782,661,387,1188,1784,7964,-0.63,0.66,0.02,89.9,107.3,108.0,.501,13.9,27.2,0.207,.487,13.9,31.5,0.237
677,2004-05,LAC,NBA,82,37,45,.451,20030,2924,6368,2693,5699,231,669,1770,2274,980,2455,3435,1901,599,422,1290,1819,7849,-0.77,0.30,-0.47,89.1,105.5,106.4,.477,14.9,30.3,0.278,.480,13.0,28.7,0.235
678,2007-08,ATL*,NBA,82,37,45,.451,19855,2975,6552,2591,5474,384,1078,1720,2227,1008,2454,3462,1804,600,448,1223,1673,8054,-1.82,-0.41,-2.23,91.1,106.9,108.9,.483,14.0,29.7,0.263,.501,12.9,28.3,0.217
679,2009-10,NOH,NBA,82,37,45,.451,19830,3178,6842,2607,5270,571,1572,1293,1661,852,2450,3302,1828,625,300,1103,1606,8220,-2.46,0.20,-2.27,92.6,107.4,110.1,.506,12.7,24.8,0.189,.523,13.5,26.2,0.205
680,2010-11,IND*,NBA,82,37,45,.451,19780,3003,6787,2418,5134,585,1653,1592,2035,914,2657,3571,1611,584,456,1262,1782,8183,-1.07,-0.30,-1.38,94.7,104.8,106.0,.486,14.1,25.9,0.235,.487,12.8,25.9,0.237
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
681,2011-12,ORL*,NBA,66,37,29,.561,15965,2275,5162,1605,3377,670,1785,995,1508,742,2060,2802,1321,451,275,984,1168,6215,0.79,-0.33,0.46,89.0,105.0,104.1,.506,14.5,26.5,0.193,.488,12.9,24.5,0.190
682,2013-14,NYK,NBA,82,37,45,.451,19855,3027,6739,2268,4701,759,2038,1271,1670,870,2437,3307,1641,631,367,1063,1815,8084,-0.79,-0.61,-1.40,90.3,108.3,109.1,.505,12.5,25.1,0.189,.514,14.0,25.7,0.245
683,2014-15,CHI,NBA,60,37,23,.617,14575,2201,5003,1738,3705,463,1298,1210,1543,740,2020,2760,1298,371,376,844,1095,6075,2.73,-0.29,2.44,92.9,107.7,104.8,.486,12.9,28.1,0.242,.476,11.4,26.0,0.179
684,2014-15,CLE,NBA,61,37,24,.607,14690,2288,5028,1721,3420,567,1608,1105,1471,691,1941,2632,1324,449,252,855,1132,6248,3.67,-0.34,3.33,92.4,110.4,106.5,.511,13.1,27.2,0.220,.500,12.6,25.9,0.179
685,2014-15,TOR,NBA,59,37,22,.627,14310,2239,4949,1724,3454,515,1495,1161,1487,651,1819,2470,1215,463,266,778,1250,6154,3.76,-0.19,3.57,93.4,110.5,106.5,.504,12.2,25.9,0.235,.503,14.1,26.7,0.215
686,1973-74,SEA,NBA,82,36,46,.439,19755,3584,8056,,,,,1606,2095,1323,2706,4029,2106,689,294,1622,2074,8774,-2.55,0.26,-2.29,110.2,96.8,99.1,.445,15.3,31.1,0.199,.463,17.0,30.2,0.244
687,1975-76,DET*,NBA,82,36,46,.439,19780,3524,7598,,,,,1557,2049,1205,2545,3750,1751,786,332,1619,2086,8605,-1.05,-0.14,-1.19,105.2,99.2,100.2,.464,16.0,30.9,0.205,.467,16.5,32.4,0.228
688,1976-77,IND,NBA,82,36,46,.439,19755,3522,7840,,,,,1714,2297,1409,2584,3993,2009,924,458,1609,2030,8758,-1.77,0.09,-1.68,107.1,99.3,101.0,.449,15.4,33.7,0.219,.472,17.2,34.8,0.223
689,1980-81,SDC,NBA,82,36,46,.439,19730,3477,7283,3345,6876,132,407,1651,2246,1169,2144,3313,2098,764,292,1407,2078,8737,-1.59,-0.20,-1.78,100.2,106.0,107.6,.486,14.5,33.0,0.227,.507,16.2,33.7,0.262
690,1984-85,CLE*,NBA,82,36,46,.439,19780,3470,7364,3374,7029,96,335,1867,2491,1203,2445,3648,2096,622,472,1387,2173,8903,-2.76,0.49,-2.27,101.9,106.0,108.7,.478,14.1,32.9,0.254,.483,13.7,33.1,0.265
691,1984-85,PHO*,NBA,82,36,46,.439,19805,3507,7144,3420,6837,87,307,1757,2280,1026,2425,3451,2335,727,349,1583,2034,8858,-2.11,-0.23,-2.34,102.5,104.7,106.8,.497,16.3,29.8,0.246,.498,15.0,31.7,0.240
692,1986-87,PHO,NBA,82,36,46,.439,19855,3575,7190,3514,6938,61,252,1900,2499,1113,2366,3479,2354,703,397,1498,2047,9111,-2.44,-0.18,-2.62,102.0,108.0,110.3,.501,15.3,32.1,0.264,.502,14.4,34.3,0.265
693,1987-88,PHI,NBA,82,36,46,.439,19905,3214,6785,3062,6314,152,471,2087,2731,1219,2307,3526,1897,672,465,1433,1866,8667,-1.44,0.65,-0.79,96.0,108.8,110.3,.485,15.2,35.4,0.308,.506,13.8,32.5,0.232
694,1992-93,DEN,NBA,82,36,46,.439,19830,3352,7282,3214,6828,138,454,1784,2360,1266,2564,3830,1735,651,565,1413,2039,8626,-1.74,-0.40,-2.14,99.8,104.6,106.3,.470,14.5,33.6,0.245,.476,13.9,31.1,0.263
695,1992-93,MIA,NBA,82,36,46,.439,20005,3127,6850,2794,5910,333,940,1908,2476,1134,2384,3518,1688,609,350,1287,2011,8495,-1.15,0.21,-0.93,94.6,107.7,108.9,.481,13.9,31.9,0.279,.495,14.2,30.2,0.274
696,1994-95,DAL,NBA,82,36,46,.439,19930,3227,7342,2841,6142,386,1200,1622,2210,1514,2433,3947,1941,579,348,1345,1811,8462,-2.90,0.51,-2.40,94.7,107.6,110.6,.466,13.9,38.9,0.221,.519,13.7,30.2,0.208
697,1995-96,GSW,NBA,82,36,46,.439,19755,3056,6700,2609,5501,447,1199,1775,2340,1173,2285,3458,1889,706,470,1343,1835,8334,-1.45,0.03,-1.42,93.4,108.4,109.9,.489,14.8,33.9,0.265,.510,15.2,32.8,0.232
698,1996-97,LAC*,NBA,82,36,46,.439,19930,2989,6696,2515,5357,474,1339,1517,2074,1092,2242,3334,1662,733,441,1311,1964,7969,-2.35,-0.31,-2.66,91.3,105.1,107.6,.482,14.7,30.8,0.227,.499,15.5,31.9,0.269
699,1997-98,BOS,NBA,82,36,46,.439,19730,3012,6934,2597,5685,415,1249,1425,1964,1196,2044,3240,1816,987,366,1330,2203,7864,-2.62,0.66,-1.96,93.3,102.6,105.4,.464,14.6,32.8,0.206,.504,19.0,33.2,0.343
