
,,,,,,,,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent
236,2006-07,UTA*,NBA,82,51,31,.622,19805,3069,6471,2715,5415,354,1056,1830,2462,1030,2456,3486,2024,577,339,1277,2067,8322,2.87,0.19,3.06,91.6,110.1,107.0,.502,14.5,31.7,0.283,.496,14.4,24.9,0.314
237,2007-08,DAL*,NBA,82,51,31,.622,19730,3025,6515,2531,5112,494,1403,1690,2075,883,2643,3526,1720,490,402,1037,1786,8234,4.54,0.17,4.70,90.2,111.1,106.1,.502,12.3,26.7,0.259,.474,11.7,25.0,0.252
238,2013-14,GSW*,NBA,82,51,31,.622,19830,3236,7005,2462,4968,774,2037,1303,1731,896,2819,3715,1912,642,407,1247,1784,8549,4.80,0.34,5.15,96.2,107.5,102.6,.517,13.8,25.1,0.186,.477,13.6,23.7,0.224
239,1976-77,DEN*,NBA,82,50,32,.610,19780,3590,7471,,,,,2053,2783,1288,2700,3988,2262,953,471,2011,2142,9233,5.22,-0.27,4.95,111.2,100.7,96.1,.481,18.8,34.2,0.275,.463,18.2,32.0,0.211
240,1976-77,PHI*,NBA,82,50,32,.610,19780,3511,7322,,,,,2012,2732,1293,2752,4045,1966,814,561,1915,2074,9034,3.94,-0.16,3.78,108.3,101.2,97.6,.480,18.3,34.6,0.275,.451,16.7,34.0,0.197
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
241,1978-79,PHO*,NBA,82,50,32,.610,19780,3847,7516,,,,,1765,2299,1083,2379,3462,2500,915,337,1760,1944,9459,3.70,-0.15,3.55,108.5,105.7,102.4,.512,17.1,30.9,0.235,.495,17.7,34.2,0.211
242,1979-80,ATL*,NBA,82,50,32,.610,19780,3261,7027,3248,6952,13,75,2038,2645,1369,2406,3775,1913,782,539,1495,2293,8573,2.91,-0.09,2.82,98.9,105.2,102.3,.465,15.4,36.9,0.290,.461,17.1,34.4,0.291
243,1980-81,NYK*,NBA,82,50,32,.610,19830,3505,7255,3449,7019,56,236,1783,2386,1137,2205,3342,1976,861,314,1461,1917,8849,1.62,0.38,2.00,101.0,106.0,104.4,.487,15.0,31.6,0.246,.504,17.2,34.2,0.220
244,1983-84,MIL*,NBA,82,50,32,.610,19905,3432,6970,3373,6738,59,232,1743,2354,1135,2385,3520,2113,642,489,1415,2167,8666,4.16,-0.12,4.04,96.9,107.8,103.6,.497,15.0,33.7,0.250,.459,14.7,34.4,0.266
245,1985-86,ATL*,NBA,82,50,32,.610,19805,3447,7029,3414,6863,33,166,1979,2704,1249,2405,3654,2025,736,434,1483,2170,8906,2.37,0.23,2.59,100.0,107.9,105.6,.493,15.3,34.9,0.282,.481,15.4,33.3,0.269
246,1986-87,MIL*,NBA,82,50,32,.610,19780,3457,7282,3272,6710,185,572,1953,2549,1119,2322,3441,2044,845,393,1260,2180,9052,3.91,0.13,4.05,100.3,109.5,105.6,.487,13.0,31.1,0.268,.479,16.0,33.9,0.307
247,1987-88,ATL*,NBA,82,50,32,.610,19780,3443,7102,3358,6820,85,282,1873,2441,1228,2379,3607,2062,635,537,1225,2050,8844,3.60,0.42,4.02,96.4,111.3,107.6,.491,13.0,34.3,0.264,.481,14.2,32.7,0.280
248,1987-88,CHI*,NBA,82,50,32,.610,19855,3434,7015,3378,6772,56,243,1685,2221,1170,2459,3629,2149,712,475,1263,1849,8609,3.40,0.35,3.76,95.5,109.0,105.5,.494,13.6,34.0,0.240,.478,13.5,29.4,0.240
249,1990-91,DET*,NBA,82,50,32,.610,19805,3194,6875,3063,6435,131,440,1686,2211,1206,2452,3658,1825,487,367,1181,1869,8205,3.27,-0.20,3.07,91.9,108.2,104.6,.474,13.1,34.7,0.245,.464,12.8,29.0,0.248
250,1993-94,GSW*,NBA,82,50,32,.610,19780,3512,7145,3221,6286,291,859,1529,2304,1183,2396,3579,2198,804,511,1433,1789,8844,1.74,0.01,1.76,99.1,108.3,106.5,.512,14.9,32.9,0.214,.488,14.7,35.6,0.210
251,1993-94,ORL*,NBA,82,50,32,.610,19730,3341,6883,2947,5746,394,1137,1590,2346,1177,2356,3533,2070,683,456,1327,1713,8666,3.89,-0.21,3.68,95.2,110.8,106.7,.514,14.4,33.8,0.231,.479,13.3,33.7,0.214
252,1994-95,CHH*,NBA,82,50,32,.610,19805,3051,6438,2491,5029,560,1409,1587,2042,832,2395,3227,2072,620,399,1224,1685,8249,3.28,-0.42,2.86,91.2,109.6,106.1,.517,14.3,26.0,0.247,.485,13.8,31.5,0.202
253,1997-98,ATL*,NBA,82,50,32,.610,19880,2887,6352,2550,5336,337,1016,1749,2314,1106,2417,3523,1569,653,491,1214,1671,7860,3.51,0.34,3.85,87.7,108.2,104.3,.481,14.1,33.9,0.275,.468,13.0,30.9,0.194
254,1999-00,MIN*,NBA,82,50,32,.610,19905,3226,6910,2978,6194,248,716,1379,1769,1016,2471,3487,2205,622,444,1139,1913,8079,2.52,0.15,2.67,91.8,106.1,103.4,.485,12.9,29.4,0.200,.474,14.0,27.0,0.250
255,1999-00,NYK*,NBA,82,50,32,.610,19830,2897,6374,2546,5437,351,937,1410,1805,802,2521,3323,1588,515,349,1201,1983,7555,1.46,-0.16,1.30,89.2,102.5,100.9,.482,14.4,24.7,0.221,.455,13.6,26.9,0.251
256,2000-01,MIA*,NBA,82,50,32,.610,19880,2694,6258,2216,4874,478,1384,1423,1874,813,2435,3248,1630,633,304,1122,1726,7289,2.29,-0.57,1.73,87.1,101.1,98.5,.469,13.7,24.3,0.227,.460,15.3,27.3,0.214
257,2000-01,POR*,NBA,82,50,32,.610,19780,3004,6417,2635,5360,369,1057,1447,1899,960,2481,3441,1963,672,419,1257,1745,7824,4.20,0.33,4.52,89.1,106.5,101.8,.497,14.8,30.0,0.225,.470,14.3,27.6,0.223
258,2001-02,DET*,NBA,82,50,32,.610,19680,2845,6300,2278,4791,567,1509,1478,1954,810,2366,3176,1765,648,565,1193,1695,7735,2.13,-0.45,1.69,90.0,104.8,102.4,.497,14.3,24.4,0.235,.474,14.8,29.5,0.206
259,2001-02,MIN*,NBA,82,50,32,.610,19805,3175,6887,2779,5840,396,1047,1399,1754,1059,2562,3621,1993,524,427,1097,1739,8145,3.38,0.20,3.58,90.5,109.0,105.3,.490,12.5,31.3,0.203,.482,12.7,26.3,0.218
260,2002-03,DET*,NBA,82,50,32,.610,19905,2700,6277,2167,4789,533,1488,1559,2021,883,2445,3328,1620,556,468,1104,1748,7492,3.68,-0.71,2.98,86.8,104.1,99.9,.473,13.3,25.9,0.248,.461,13.9,26.0,0.225
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
261,2002-03,LAL*,NBA,82,50,32,.610,19930,3091,6856,2605,5489,486,1367,1562,2129,1078,2554,3632,1909,639,470,1192,1874,8230,2.33,0.38,2.71,92.5,107.2,104.7,.486,13.3,30.2,0.228,.477,13.4,27.3,0.241
262,2002-03,POR*,NBA,82,50,32,.610,19855,2987,6491,2608,5341,379,1150,1450,1947,992,2378,3370,1860,725,316,1248,1634,7803,2.61,0.37,2.98,89.4,105.5,102.6,.489,14.5,30.2,0.223,.483,14.9,27.7,0.194
263,2003-04,MEM*,NBA,82,50,32,.610,19880,2963,6657,2516,5343,447,1314,1557,2143,1047,2381,3428,1915,795,565,1226,1903,7930,2.44,0.52,2.95,91.4,104.8,102.2,.479,13.9,29.5,0.234,.465,15.7,31.6,0.251
264,2004-05,SAC*,NBA,82,50,32,.610,19855,3203,6978,2681,5582,522,1396,1577,2004,1023,2455,3478,2005,674,316,1073,1685,8505,2.16,0.40,2.55,93.0,110.5,108.2,.496,12.0,28.8,0.226,.493,13.3,31.0,0.214
265,2005-06,CLE*,NBA,82,50,32,.610,19830,2908,6412,2411,4947,497,1465,1689,2318,959,2511,3470,1560,567,392,1137,1733,8002,2.23,-0.06,2.17,89.8,107.8,105.4,.492,13.3,28.4,0.263,.490,12.8,24.3,0.226
266,2006-07,CLE*,NBA,82,50,32,.610,19880,2978,6658,2484,5254,494,1404,1484,2133,1039,2529,3568,1708,625,353,1177,1781,7934,3.83,-0.50,3.33,90.8,105.5,101.3,.484,13.4,29.7,0.223,.480,14.7,24.2,0.243
267,2007-08,DEN*,NBA,82,50,32,.610,19855,3307,7038,2738,5433,569,1605,1891,2519,918,2698,3616,2024,752,551,1203,1731,9074,3.71,0.03,3.74,99.7,110.0,106.3,.510,12.9,25.5,0.269,.499,14.1,27.9,0.203
268,2008-09,DAL*,NBA,82,50,32,.610,19805,3128,6770,2557,5138,571,1632,1516,1852,909,2595,3504,1779,591,429,1043,1600,8343,1.98,-0.29,1.68,91.5,110.5,108.4,.504,12.1,26.6,0.224,.493,12.3,25.4,0.225
269,2009-10,BOS*,NBA,82,50,32,.610,19780,3039,6294,2540,4861,499,1433,1559,2090,716,2449,3165,1930,701,402,1219,1816,8136,3.66,-0.29,3.37,91.6,107.7,103.8,.522,14.5,22.8,0.248,.487,14.9,26.2,0.251
270,2009-10,OKC*,NBA,82,50,32,.610,19805,3063,6629,2645,5400,418,1229,1778,2210,960,2607,3567,1639,654,481,1227,1743,8322,3.49,0.07,3.55,93.1,108.3,104.6,.494,13.9,28.6,0.268,.483,14.0,26.4,0.229
271,2009-10,POR*,NBA,82,50,32,.610,19855,2974,6453,2483,5065,491,1388,1606,2033,913,2383,3296,1674,523,350,1012,1715,8045,3.30,-0.13,3.18,87.7,110.8,107.1,.499,12.1,28.2,0.249,.502,13.3,25.2,0.219
272,2009-10,SAS*,NBA,82,50,32,.610,19780,3150,6659,2596,5112,554,1547,1458,1969,887,2621,3508,1829,516,381,1116,1669,8312,5.09,-0.01,5.07,91.7,110.0,104.5,.515,12.9,26.8,0.219,.483,12.1,23.7,0.214
273,2010-11,DEN*,NBA,82,50,32,.610,19705,3145,6613,2483,4909,662,1704,1859,2429,791,2652,3443,1813,605,352,1157,1719,8811,4.76,0.05,4.81,95.6,112.3,107.3,.526,13.1,23.9,0.281,.500,12.7,24.6,0.224
274,2011-12,CHI*,NBA,66,50,16,.758,15940,2467,5462,2048,4345,419,1117,1006,1394,915,2165,3080,1527,456,388,923,1139,6359,8.18,-0.76,7.43,89.1,107.4,98.3,.490,13.2,32.6,0.184,.450,12.8,25.7,0.175
275,2011-12,SAS*,NBA,66,50,16,.758,15940,2611,5463,2059,4058,552,1405,1067,1427,683,2153,2836,1528,490,293,895,1143,6841,7.17,0.11,7.28,92.9,110.9,103.2,.528,12.8,25.1,0.195,.489,12.9,24.0,0.168
276,2013-14,MEM*,NBA,82,50,32,.610,19805,3122,6723,2717,5576,405,1147,1235,1666,950,2526,3476,1792,631,375,1124,1568,7884,1.57,0.61,2.18,89.9,106.3,104.6,.494,13.1,28.3,0.184,.497,13.8,24.3,0.199
277,1973-74,NYK*,NBA,82,49,33,.598,19780,3478,7483,,,,,1350,1738,959,2725,3684,1937,554,277,1463,1884,8306,2.76,-0.34,2.42,103.5,97.4,94.7,.465,15.1,25.6,0.180,.446,15.9,27.7,0.203
278,1974-75,BUF*,NBA,82,49,33,.598,19730,3552,7469,,,,,1735,2224,1108,2735,3843,2063,718,456,1710,1879,8839,2.15,0.02,2.17,107.7,99.8,97.8,.476,16.8,29.7,0.232,.450,16.0,32.1,0.190
279,1975-76,CLE*,NBA,82,49,33,.598,19805,3497,7709,,,,,1346,1827,1192,2588,3780,1844,638,397,1330,1871,8340,2.51,-0.17,2.34,101.6,99.5,97.0,.454,13.5,29.9,0.175,.454,16.3,30.5,0.224
280,1976-77,HOU*,NBA,82,49,33,.598,19780,3535,7325,,,,,1656,2103,1254,2632,3886,1913,616,411,1600,2132,8726,1.61,-0.17,1.44,101.3,104.5,102.9,.483,16.2,36.0,0.226,.465,14.3,29.9,0.237
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
281,1976-77,POR*,NBA,82,49,33,.598,19730,3623,7537,,,,,1917,2515,1260,2703,3963,1990,868,492,1757,2220,9163,5.59,-0.19,5.39,108.0,103.2,98.0,.481,16.9,33.4,0.254,.460,17.2,30.7,0.255
282,1977-78,PHO*,NBA,82,49,33,.598,19780,3731,7836,,,,,1749,2329,1166,2579,3745,2338,1059,372,1766,1956,9211,3.73,-0.24,3.50,111.4,100.3,97.0,.476,16.6,29.8,0.223,.469,18.6,31.8,0.229
283,1979-80,MIL*,NBA,82,49,33,.598,19805,3685,7553,3635,7398,50,155,1605,2102,1245,2396,3641,2277,778,510,1496,1937,9025,3.94,-0.38,3.56,102.4,106.8,102.9,.491,15.0,35.2,0.212,.467,16.2,36.2,0.229
284,1982-83,NJN*,NBA,82,49,33,.598,19705,3510,7140,3480,6991,30,149,1622,2301,1266,2427,3693,2143,911,592,1873,2166,8672,2.77,0.01,2.77,104.0,101.6,98.9,.494,18.7,36.8,0.227,.481,18.9,31.2,0.251
285,1983-84,DET*,NBA,82,49,33,.598,19905,3798,7910,3766,7769,32,141,1974,2547,1427,2434,3861,2256,697,417,1310,2177,9602,3.59,-0.06,3.52,103.8,111.5,108.1,.482,12.7,36.7,0.250,.500,14.8,32.3,0.263
286,1986-87,POR*,NBA,82,49,33,.598,19805,3650,7249,3552,6910,98,339,2269,2928,1180,2413,3593,2359,767,387,1546,2082,9667,3.13,-0.56,2.57,105.0,111.5,108.6,.510,15.3,34.1,0.313,.493,14.8,33.4,0.265
287,1988-89,MIL*,NBA,82,49,33,.598,19755,3399,7167,3220,6600,179,567,1955,2382,1133,2272,3405,2071,821,323,1305,1953,8932,3.61,0.51,4.12,98.6,110.1,106.4,.487,13.7,32.7,0.273,.493,16.1,32.5,0.266
288,1992-93,SAS*,NBA,82,49,33,.598,19855,3311,6762,3075,6070,236,692,1794,2346,919,2542,3461,2012,582,514,1227,1844,8652,2.67,-0.46,2.21,95.4,109.6,106.8,.507,13.6,27.8,0.265,.477,12.3,29.9,0.221
289,1996-97,POR*,NBA,82,49,33,.598,19855,3000,6465,2499,5064,501,1401,1613,2261,1058,2494,3552,1710,640,435,1357,1928,8114,4.17,-0.61,3.56,90.9,107.9,103.3,.503,15.4,32.5,0.249,.471,14.3,27.6,0.268
290,1999-00,CHH*,NBA,82,49,33,.598,19780,2935,6533,2596,5532,339,1001,1863,2458,884,2635,3519,2023,732,480,1206,1670,8072,2.67,-0.33,2.34,93.9,104.3,101.4,.475,13.7,25.7,0.285,.478,14.6,26.8,0.198
291,1999-00,PHI*,NBA,82,49,33,.598,19830,2993,6776,2785,6133,208,643,1577,2226,1147,2468,3615,1817,791,386,1284,1939,7771,1.34,-0.32,1.02,92.7,101.5,100.0,.457,14.2,31.4,0.233,.466,16.2,30.1,0.229
292,2001-02,BOS*,NBA,82,49,33,.598,19830,2852,6731,2153,4785,699,1946,1498,1960,891,2570,3461,1722,793,292,1114,1776,7901,2.21,-0.46,1.75,92.5,103.4,101.0,.476,12.8,24.1,0.223,.464,15.1,27.1,0.245
293,2001-02,POR*,NBA,82,49,33,.598,19830,3004,6671,2538,5353,466,1318,1451,1901,1085,2444,3529,1926,702,368,1172,1613,7925,2.99,0.22,3.20,89.3,107.4,104.0,.485,13.5,31.8,0.218,.489,14.2,26.7,0.202
294,2002-03,NJN*,NBA,82,49,33,.598,19755,2906,6585,2560,5544,346,1041,1662,2195,991,2528,3519,1887,717,374,1212,1772,7820,5.22,-0.80,4.42,91.6,103.8,98.1,.468,13.8,28.7,0.252,.460,15.7,26.9,0.225
295,2004-05,DEN*,NBA,82,49,33,.598,19755,3038,6615,2718,5675,320,940,1765,2313,967,2473,3440,1958,750,489,1224,1878,8161,2.02,0.20,2.22,93.5,106.0,103.9,.483,13.8,28.4,0.267,.482,15.1,28.3,0.247
296,2005-06,MEM*,NBA,82,49,33,.598,19855,2746,6125,2156,4547,590,1578,1476,2077,834,2379,3213,1586,600,442,1134,1757,7558,3.70,0.04,3.74,86.3,105.9,101.6,.496,13.9,25.8,0.241,.469,14.7,28.0,0.237
297,2005-06,NJN*,NBA,82,49,33,.598,19780,2778,6317,2301,4870,477,1447,1658,2187,822,2539,3361,1884,558,278,1119,1903,7691,1.37,-0.26,1.11,89.8,103.9,102.4,.478,13.3,24.0,0.262,.476,14.0,23.7,0.266
298,2006-07,CHI*,NBA,82,49,33,.598,19780,3046,6663,2566,5426,480,1237,1528,2083,984,2597,3581,1832,639,445,1310,1908,8100,5.01,-0.49,4.52,93.6,104.9,99.6,.493,14.7,28.6,0.229,.473,16.2,25.7,0.252
299,2008-09,NOH*,NBA,82,49,33,.598,19755,2911,6366,2355,4840,556,1526,1479,1833,802,2453,3255,1609,593,338,1029,1665,7857,1.55,-0.14,1.41,87.8,108.7,107.0,.501,12.5,24.6,0.232,.496,13.2,25.1,0.230
