
,,,,,,,,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent
411,2004-05,WAS*,NBA,82,45,37,.549,19780,2966,6794,2452,5296,514,1498,1795,2476,1133,2374,3507,1563,716,347,1172,1807,8241,-0.33,-0.39,-0.72,93.3,107.2,107.5,.474,12.9,31.1,0.264,.498,14.6,30.0,0.230
412,2005-06,LAL*,NBA,82,45,37,.549,19855,2992,6607,2440,5024,552,1583,1618,2172,970,2488,3458,1734,628,350,1143,1894,8154,2.50,0.03,2.53,90.9,108.4,105.7,.495,13.1,28.8,0.245,.486,13.4,26.4,0.242
413,2006-07,DEN*,NBA,82,45,37,.549,19780,3164,6805,2680,5365,484,1440,1827,2449,1001,2558,3559,1920,678,435,1352,1756,8639,1.62,0.07,1.69,97.4,107.6,105.9,.501,14.6,28.9,0.268,.499,14.5,28.2,0.203
414,2007-08,CLE*,NBA,82,45,37,.549,19855,2937,6697,2385,5153,552,1544,1477,2061,1092,2563,3655,1640,579,427,1145,1712,7903,-0.35,-0.17,-0.53,90.2,106.0,106.4,.480,13.1,30.4,0.221,.494,12.9,24.1,0.240
415,2012-13,CHI*,NBA,82,45,37,.549,19830,2926,6698,2480,5433,446,1265,1343,1738,1026,2514,3540,1886,588,417,1171,1617,7641,0.32,-0.33,-0.01,89.3,103.5,103.2,.470,13.6,29.4,0.201,.477,13.2,26.4,0.206
416,2012-13,HOU*,NBA,82,45,37,.549,19780,3124,6782,2257,4413,867,2369,1573,2087,909,2652,3561,1902,679,359,1348,1662,8688,3.48,0.22,3.69,96.1,109.7,106.1,.525,14.9,26.4,0.232,.502,13.5,24.8,0.196
417,2012-13,LAL*,NBA,82,45,37,.549,19755,3041,6640,2326,4625,715,2015,1584,2289,942,2732,3674,1818,576,429,1232,1467,8381,1.16,0.33,1.49,94.4,107.8,106.6,.512,13.9,27.0,0.239,.496,11.9,25.7,0.163
418,1973-74,GSW,NBA,82,44,38,.537,19705,3721,8020,,,,,1569,2018,1379,3035,4414,1989,668,450,1667,1893,9011,2.56,-0.15,2.42,108.9,100.8,98.4,.464,15.8,33.8,0.196,.453,14.2,28.8,0.195
419,1974-75,KCO*,NBA,82,44,38,.537,19730,3257,7258,,,,,1797,2190,991,2745,3736,1853,724,347,1542,1968,8311,-0.29,0.14,-0.15,104.4,96.8,97.1,.449,15.8,26.1,0.248,.461,16.3,27.9,0.205
420,1976-77,BOS*,NBA,82,44,38,.537,19830,3462,7775,,,,,1648,2181,1241,2966,4207,2010,506,263,1673,2039,8572,-1.98,0.08,-1.90,107.5,96.5,98.3,.445,16.1,31.1,0.212,.450,13.4,27.2,0.204
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
421,1976-77,CHI*,NBA,82,44,38,.537,19805,3249,7186,,,,,1613,2159,1292,2705,3997,1989,699,364,1552,1871,8111,0.90,0.02,0.93,100.0,98.3,97.4,.452,16.0,33.5,0.224,.466,16.8,28.1,0.201
422,1976-77,DET*,NBA,82,44,38,.537,19730,3764,7792,,,,,1442,1960,1169,2495,3664,2004,877,459,1718,2200,8970,-1.04,0.04,-1.00,108.8,100.3,101.3,.483,16.6,30.7,0.185,.472,17.4,34.5,0.256
423,1976-77,SAS*,NBA,82,44,38,.537,19755,3711,7657,,,,,2010,2522,1110,2550,3660,2115,857,499,1770,1966,9432,0.61,-0.08,0.54,111.8,102.5,102.0,.485,16.8,29.2,0.263,.487,16.9,34.3,0.187
424,1977-78,MIL*,NBA,82,44,38,.537,19980,3801,7883,,,,,1612,2220,1239,2480,3719,2306,867,472,1680,2038,9214,-0.59,-0.01,-0.59,108.7,101.8,102.4,.482,15.9,32.1,0.204,.481,16.9,33.2,0.237
425,1977-78,WSB*,NBA,82,44,38,.537,19830,3580,7772,,,,,1887,2655,1349,2815,4164,1948,668,386,1613,1879,9047,0.93,-0.10,0.82,108.1,101.3,100.5,.461,15.3,33.5,0.243,.467,13.9,29.3,0.178
426,1980-81,IND*,NBA,82,44,38,.537,19730,3491,7245,3461,7076,30,169,1815,2540,1325,2267,3592,2091,833,484,1491,2006,8827,1.40,0.32,1.72,100.9,106.4,105.0,.484,15.1,35.5,0.251,.492,17.0,35.5,0.248
427,1981-82,NJN*,NBA,82,44,38,.537,19780,3501,7227,3471,7081,30,146,1714,2354,1194,2320,3514,2096,918,481,1650,2295,8746,0.68,0.18,0.87,103.1,103.0,102.3,.487,16.6,33.7,0.237,.486,18.3,33.0,0.281
428,1982-83,NYK*,NBA,82,44,38,.537,19805,3272,6793,3239,6662,33,131,1621,2282,1080,2263,3343,2034,701,378,1509,2180,8198,2.45,0.13,2.58,97.0,102.4,99.9,.484,16.2,31.6,0.239,.478,18.1,32.2,0.257
429,1984-85,DAL*,NBA,82,44,38,.537,19855,3560,7280,3408,6837,152,443,1844,2324,1095,2345,3440,2152,575,335,1184,1796,9116,2.17,-0.37,1.80,98.8,111.5,109.3,.499,12.5,30.7,0.253,.510,14.2,31.2,0.221
430,1985-86,DAL*,NBA,82,44,38,.537,19805,3631,7254,3490,6808,141,446,2050,2643,1059,2454,3513,2108,605,369,1289,1733,9453,1.10,-0.40,0.70,102.2,112.1,111.0,.510,13.3,30.0,0.283,.508,13.0,33.2,0.201
431,1986-87,UTA*,NBA,82,44,38,.537,19755,3485,7514,3346,7066,139,448,1735,2389,1194,2456,3650,2240,835,628,1403,2040,8844,0.40,-0.36,0.05,103.2,104.1,103.7,.473,14.1,31.2,0.231,.466,15.7,34.8,0.269
432,1987-88,SEA*,NBA,82,44,38,.537,19855,3544,7443,3323,6805,221,638,1826,2442,1313,2314,3627,2146,775,447,1376,2380,9135,2.06,-0.77,1.29,100.2,110.2,108.1,.491,13.9,36.3,0.245,.495,15.9,32.8,0.330
433,1988-89,DEN*,NBA,82,44,38,.537,19880,3813,8140,3585,7464,228,676,1821,2314,1206,2513,3719,2282,811,436,1225,2088,9675,1.70,-0.78,0.91,107.5,108.6,107.1,.482,11.8,29.6,0.224,.505,15.6,31.1,0.264
434,1989-90,MIL*,NBA,82,44,38,.537,19830,3380,7146,3171,6476,209,670,1722,2273,1108,2246,3354,2046,826,326,1315,2086,8691,-0.78,-0.28,-1.06,98.0,107.3,108.1,.488,13.9,31.5,0.241,.492,15.8,34.0,0.290
435,1990-91,GSW*,NBA,82,44,38,.537,19805,3566,7346,3296,6545,270,801,2162,2761,1113,2306,3419,1954,803,378,1359,2207,9564,1.63,0.08,1.72,103.6,111.9,110.3,.504,13.7,31.0,0.294,.497,15.2,35.9,0.289
436,1990-91,PHI*,NBA,82,44,38,.537,20080,3289,6925,3094,6307,195,618,1868,2366,984,2496,3480,1824,678,479,1230,1629,8641,-0.18,-0.21,-0.39,95.7,107.9,108.1,.489,13.4,28.1,0.270,.489,12.5,31.7,0.187
437,1992-93,CHH*,NBA,82,44,38,.537,19755,3512,7210,3337,6673,175,537,1831,2374,1095,2508,3603,2161,639,473,1325,1790,9030,-0.24,0.22,-0.02,100.2,109.5,109.7,.499,13.8,31.3,0.254,.487,12.6,35.0,0.201
438,1994-95,POR*,NBA,82,44,38,.537,19705,3217,7134,2755,5868,462,1266,1555,2230,1352,2443,3795,1846,668,467,1212,2024,8451,3.82,-0.02,3.79,93.8,109.7,105.7,.483,13.0,37.1,0.218,.491,14.8,26.5,0.277
439,1995-96,POR*,NBA,82,44,38,.537,19905,3064,6688,2584,5330,480,1358,1537,2321,1160,2577,3737,1760,594,417,1377,1859,8145,2.35,-0.15,2.21,92.6,106.0,103.5,.494,15.2,33.4,0.230,.478,13.5,26.6,0.236
440,1996-97,WSB*,NBA,82,44,38,.537,19855,3208,6678,2877,5677,331,1001,1400,1979,1010,2420,3430,1921,712,402,1289,1815,8147,1.62,0.15,1.77,92.4,106.6,104.9,.505,14.6,30.2,0.210,.491,15.3,29.7,0.226
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
441,1999-00,SAC*,NBA,82,44,38,.537,19805,3276,7288,2742,5632,534,1656,1521,2016,1056,2635,3691,1953,787,381,1325,1729,8607,2.91,0.13,3.04,99.3,105.0,102.1,.486,13.9,27.7,0.209,.479,15.1,30.3,0.198
442,2000-01,SEA,NBA,82,44,38,.537,19805,3029,6649,2563,5480,466,1169,1454,1986,999,2422,3421,1792,657,409,1252,1733,7978,0.02,0.52,0.55,91.6,105.6,105.6,.491,14.3,29.1,0.219,.488,13.9,30.2,0.199
443,2001-02,CHH*,NBA,82,44,38,.537,19755,2893,6580,2547,5586,346,994,1568,2105,1059,2505,3564,1759,653,456,1150,1747,7700,0.96,-0.40,0.57,89.7,104.3,103.3,.466,13.3,30.6,0.238,.465,13.3,27.8,0.226
444,2001-02,ORL*,NBA,82,44,38,.537,19830,3087,6893,2467,5233,620,1660,1446,1917,942,2440,3382,1804,665,384,1119,1700,8240,1.57,-0.32,1.25,93.2,107.0,105.3,.493,12.6,26.3,0.210,.486,14.4,30.8,0.215
445,2001-02,UTA*,NBA,82,44,38,.537,19830,2869,6374,2589,5532,280,842,1853,2430,1109,2349,3458,1999,749,523,1353,1971,7871,0.89,0.31,1.20,90.3,105.6,104.6,.472,15.4,33.5,0.291,.484,15.9,28.3,0.286
446,2002-03,BOS*,NBA,82,44,38,.537,19830,2700,6509,1981,4354,719,2155,1480,1994,849,2471,3320,1575,720,303,1147,1758,7599,-0.39,-0.36,-0.75,90.9,101.2,101.6,.470,13.4,23.6,0.227,.471,15.1,27.5,0.242
447,2002-03,PHO*,NBA,82,44,38,.537,19805,3005,6776,2611,5627,394,1149,1430,1928,1049,2440,3489,1719,665,404,1208,1801,7834,1.13,0.43,1.57,91.5,103.7,102.5,.473,13.7,29.7,0.211,.470,14.8,29.7,0.222
448,2004-05,IND*,NBA,82,44,38,.537,19905,2668,6169,2126,4594,542,1575,1748,2206,868,2418,3286,1489,615,357,1173,1890,7626,0.76,-0.27,0.49,87.2,105.5,104.6,.476,14.1,26.4,0.283,.472,13.6,28.7,0.261
449,2004-05,MIN,NBA,82,44,38,.537,19755,3045,6629,2650,5484,395,1145,1449,1820,947,2580,3527,1918,460,447,1079,1774,7934,1.45,0.28,1.73,89.1,108.2,106.6,.489,12.7,28.6,0.219,.472,11.2,28.6,0.208
450,2005-06,DEN*,NBA,82,44,38,.537,19930,3078,6672,2728,5596,350,1076,1721,2312,903,2486,3389,1921,698,463,1216,1863,8227,0.23,0.13,0.36,93.9,105.5,105.2,.488,13.7,26.8,0.258,.493,14.7,28.0,0.227
451,2005-06,SAC*,NBA,82,44,38,.537,19830,2954,6500,2460,5092,494,1408,1704,2173,852,2473,3325,1825,608,299,1199,1672,8106,1.54,0.07,1.61,91.9,106.7,105.0,.492,13.9,25.4,0.262,.488,13.7,27.8,0.210
452,2006-07,MIA*,NBA,82,44,38,.537,19855,2919,6288,2391,4749,528,1539,1393,2019,817,2526,3343,1681,566,442,1201,1749,7759,-0.91,-0.30,-1.21,89.9,104.3,105.3,.506,14.3,24.9,0.222,.485,13.8,26.7,0.232
453,2009-10,CHA*,NBA,82,44,38,.537,19880,2858,6306,2398,4975,460,1331,1637,2180,858,2490,3348,1658,632,446,1290,1597,7813,1.46,-0.16,1.30,90.4,104.4,102.8,.490,15.1,26.5,0.260,.491,14.7,25.8,0.194
454,2010-11,ATL*,NBA,82,44,38,.537,19730,2971,6429,2469,5002,502,1427,1346,1728,762,2460,3222,1802,497,341,1118,1554,7790,-0.82,-0.28,-1.10,89.3,106.1,107.0,.501,13.5,23.4,0.209,.495,12.3,25.4,0.211
455,2012-13,ATL*,NBA,82,44,38,.537,19855,3084,6644,2378,4743,706,1901,1158,1619,758,2593,3351,2007,664,369,1219,1473,8032,0.40,-0.48,-0.08,92.6,104.8,104.4,.517,14.2,22.2,0.174,.496,14.2,26.4,0.181
456,2013-14,BRK*,NBA,82,44,38,.537,19880,2931,6391,2222,4469,709,1922,1508,2002,721,2407,3128,1714,705,311,1191,1777,8079,-1.00,-0.58,-1.58,91.4,106.7,107.7,.514,14.1,21.7,0.236,.509,14.9,27.7,0.236
457,2013-14,WAS*,NBA,82,44,38,.537,20055,3177,6920,2530,5216,647,1704,1253,1715,886,2573,3459,1909,668,377,1204,1675,8254,1.27,-0.79,0.48,93.2,106.0,104.6,.506,13.6,25.2,0.181,.504,15.0,24.3,0.220
458,1974-75,SEA*,NBA,82,43,39,.524,19880,3488,7653,,,,,1475,1970,1142,2579,3721,1997,837,378,1610,1977,8451,-1.09,-0.10,-1.19,105.5,96.7,97.7,.456,15.9,29.3,0.193,.459,17.1,33.3,0.205
459,1975-76,SEA*,NBA,82,43,39,.524,19780,3542,7730,,,,,1642,2309,1217,2498,3715,1935,866,355,1615,2133,8726,-0.28,0.13,-0.15,107.7,98.3,98.6,.458,15.6,31.0,0.212,.467,17.9,33.2,0.238
460,1976-77,CLE*,NBA,82,43,39,.524,19780,3451,7688,,,,,1468,1993,1312,2563,3875,1845,579,472,1356,1951,8370,1.12,-0.04,1.08,101.5,100.0,98.9,.449,13.7,32.6,0.191,.449,15.7,31.9,0.241
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
461,1977-78,CLE*,NBA,82,43,39,.524,19880,3496,7707,,,,,1569,2116,1187,2676,3863,1740,692,455,1382,1832,8561,0.48,-0.04,0.44,103.5,99.9,99.4,.454,13.8,29.9,0.204,.456,14.7,31.2,0.207
462,1977-78,GSW,NBA,82,43,39,.524,19780,3574,7654,,,,,1550,2081,1183,2629,3812,2097,873,405,1518,2113,8698,0.34,0.07,0.41,106.0,99.6,99.3,.467,15.0,29.7,0.203,.465,17.1,31.1,0.247
463,1977-78,NYK*,NBA,82,43,39,.524,20005,3815,7822,,,,,1670,2225,1180,2689,3869,2338,818,442,1764,2193,9300,-0.55,0.02,-0.53,109.7,101.7,102.2,.488,16.7,31.0,0.214,.472,15.8,31.8,0.262
464,1978-79,SDC,NBA,82,43,39,.524,19730,3721,7706,,,,,1836,2471,1392,2413,3805,1539,703,392,1623,2127,9278,-1.78,0.02,-1.76,106.3,106.2,107.9,.483,15.6,37.5,0.238,.491,14.7,34.9,0.226
465,1981-82,WSB*,NBA,82,43,39,.524,19830,3400,7168,3341,6932,59,236,1626,2105,1047,2583,3630,1983,643,397,1390,2072,8485,0.88,0.19,1.06,99.4,103.3,102.5,.478,14.7,29.4,0.227,.468,13.9,30.1,0.228
466,1982-83,ATL*,NBA,82,43,39,.524,19780,3352,7146,3307,6958,45,188,1586,2111,1139,2433,3572,1945,573,665,1424,2022,8335,-0.95,0.23,-0.72,98.9,102.2,103.2,.472,15.0,30.7,0.222,.473,15.2,34.9,0.223
467,1983-84,DAL*,NBA,82,43,39,.524,19955,3618,7235,3576,7051,42,184,1774,2350,1090,2265,3355,2164,579,360,1303,1906,9052,0.43,-0.27,0.15,99.0,110.0,109.6,.503,13.6,31.7,0.245,.503,14.4,34.3,0.232
468,1988-89,GSW*,NBA,82,43,39,.524,19905,3730,7977,3536,7348,194,629,1904,2384,1323,2561,3884,2009,831,643,1488,1946,9558,-0.30,-0.29,-0.59,107.3,107.4,107.7,.480,14.2,33.4,0.239,.479,14.6,35.9,0.240
469,1989-90,DEN*,NBA,82,43,39,.524,19805,3716,8015,3488,7338,228,677,1737,2201,1169,2532,3701,2275,814,329,1136,2047,9397,1.41,0.15,1.56,105.4,108.0,106.7,.478,11.2,29.1,0.217,.501,15.2,28.7,0.264
470,1990-91,ATL*,NBA,82,43,39,.524,19755,3349,7223,3078,6387,271,836,2034,2544,1235,2420,3655,1864,729,374,1231,1768,9003,0.77,-0.05,0.72,98.6,110.9,110.1,.482,12.9,33.1,0.282,.509,13.7,30.9,0.220
471,1991-92,LAL*,NBA,82,43,39,.524,19830,3183,6977,3064,6532,119,445,1744,2278,1156,2196,3352,1803,756,400,1089,1543,8229,-1.10,0.15,-0.95,92.5,107.7,108.9,.465,12.0,32.7,0.250,.493,13.8,36.0,0.187
472,1992-93,ATL*,NBA,82,43,39,.524,19830,3392,7272,3010,6196,382,1076,1648,2221,1290,2344,3634,2084,806,278,1339,1807,8814,-0.87,0.20,-0.67,97.6,109.3,110.2,.493,14.0,34.8,0.227,.516,14.6,31.5,0.224
473,1992-93,NJN*,NBA,82,43,39,.524,19780,3272,7084,3117,6596,155,488,1732,2258,1291,2506,3797,1872,693,526,1355,1892,8431,1.26,-0.05,1.20,96.0,106.5,105.2,.473,14.4,35.5,0.244,.480,14.1,30.5,0.240
474,1994-95,CLE*,NBA,82,43,39,.524,19930,2756,6255,2358,5222,398,1033,1507,1982,1045,2237,3282,1672,630,349,1176,1694,7417,0.62,-0.07,0.55,84.8,105.3,104.6,.472,14.2,31.8,0.241,.493,15.0,27.6,0.224
475,1997-98,NJN*,NBA,82,43,39,.524,19880,3055,6928,2745,5991,310,937,1750,2351,1344,2137,3481,1685,777,314,1180,1917,8170,1.57,0.31,1.89,91.0,108.3,106.6,.463,12.9,36.7,0.253,.499,16.7,33.6,0.258
476,1997-98,NYK*,NBA,82,43,39,.524,19830,2864,6413,2482,5274,382,1139,1399,1812,978,2434,3412,1787,634,278,1247,1947,7509,2.46,0.28,2.74,88.2,103.0,100.3,.476,14.7,29.5,0.218,.455,14.7,26.0,0.282
477,2000-01,ORL*,NBA,82,43,39,.524,19955,3013,6873,2523,5527,490,1346,1476,2068,1069,2450,3519,1803,674,481,1245,2071,7992,0.99,-0.60,0.38,93.2,103.2,102.1,.474,13.8,29.1,0.215,.464,15.6,30.2,0.290
478,2001-02,PHI*,NBA,82,43,39,.524,19730,2804,6436,2590,5721,214,715,1639,2104,1092,2534,3626,1638,705,363,1256,1645,7461,1.60,-0.33,1.27,88.9,102.1,100.3,.452,14.6,31.7,0.255,.460,14.2,27.9,0.208
479,2002-03,HOU,NBA,82,43,39,.524,19930,2840,6461,2401,5194,439,1267,1569,2044,1024,2564,3588,1506,594,493,1276,1602,7688,1.48,0.42,1.89,88.8,104.3,102.6,.474,14.8,30.3,0.243,.462,12.6,27.6,0.209
480,2003-04,DEN*,NBA,82,43,39,.524,19730,2993,6763,2662,5778,331,985,1655,2159,1083,2387,3470,1794,745,520,1278,1804,7972,1.07,0.58,1.65,93.3,103.9,102.7,.467,14.2,30.5,0.245,.481,15.6,30.7,0.221
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
481,2004-05,PHI*,NBA,82,43,39,.524,19855,2946,6736,2441,5283,505,1453,1731,2194,909,2536,3445,1710,756,321,1274,1878,8128,-0.74,-0.33,-1.08,94.9,103.5,104.3,.475,14.2,25.4,0.257,.485,15.4,27.3,0.267
482,2007-08,WAS*,NBA,82,43,39,.524,19905,2986,6695,2411,5081,575,1614,1557,1991,1007,2404,3411,1607,632,391,1082,1606,8104,-0.33,-0.28,-0.61,89.5,109.2,109.6,.489,12.5,28.9,0.233,.513,13.5,27.2,0.217
483,2008-09,MIA*,NBA,82,43,39,.524,19955,3034,6646,2452,5015,582,1631,1411,1871,828,2411,3239,1671,651,451,1026,1696,8061,0.26,0.24,0.49,89.9,107.8,107.6,.500,12.1,24.6,0.212,.501,14.5,27.1,0.251
484,2010-11,HOU,NBA,82,43,39,.524,19880,3170,6975,2493,5132,677,1843,1668,2083,962,2549,3511,1955,581,371,1110,1641,8685,2.18,0.19,2.37,94.2,111.3,109.0,.503,12.3,27.4,0.239,.500,12.6,27.3,0.219
485,2012-13,UTA,NBA,82,43,39,.524,19880,3046,6710,2539,5325,507,1385,1439,1883,989,2457,3446,1859,690,515,1210,1750,8038,-0.09,0.39,0.30,90.9,106.7,106.8,.492,13.8,28.8,0.214,.501,14.0,26.8,0.226
486,2013-14,CHA*,NBA,82,43,39,.524,19905,2976,6730,2460,5259,516,1471,1474,2000,776,2724,3500,1778,499,421,1010,1493,7942,-0.22,-0.67,-0.89,92.4,103.6,103.8,.481,11.7,21.9,0.219,.491,12.6,22.4,0.183
487,1973-74,BUF*,NBA,82,42,40,.512,19830,3728,7763,,,,,1699,2221,1150,2830,3980,2165,786,600,1828,1875,9155,-0.11,-0.08,-0.19,111.6,99.3,99.4,.480,17.3,29.6,0.219,.467,16.4,31.0,0.196
488,1975-76,PHO*,NBA,82,42,40,.512,19880,3420,7251,,,,,1780,2337,1108,2558,3666,2083,853,349,1852,2018,8620,0.61,-0.02,0.59,105.6,98.5,97.9,.472,18.3,30.6,0.245,.468,17.3,30.9,0.229
489,1981-82,ATL*,NBA,82,42,40,.512,19880,3210,6776,3182,6648,28,128,1833,2387,1135,2368,3503,1815,608,485,1343,2268,8281,0.54,0.27,0.81,95.1,105.1,104.6,.476,14.6,32.2,0.271,.473,15.6,32.4,0.282
490,1981-82,POR,NBA,82,42,40,.512,19780,3629,7187,3600,7047,29,140,1719,2387,1142,2355,3497,2054,706,367,1390,2012,9006,0.60,-0.21,0.39,100.5,108.8,108.2,.507,14.4,32.5,0.239,.502,15.0,34.1,0.223
491,1982-83,WSB,NBA,82,42,40,.512,19805,3306,7059,3236,6822,70,237,1452,2059,1099,2430,3529,2046,733,400,1588,1958,8134,-0.13,0.33,0.20,99.4,99.1,99.3,.473,16.6,30.4,0.206,.471,16.2,31.4,0.214
492,1983-84,SEA*,NBA,82,42,40,.512,19780,3460,7083,3433,6943,27,140,1918,2460,1064,2332,3396,2233,636,350,1360,1884,8865,-0.17,-0.17,-0.34,99.7,107.9,108.1,.490,14.3,30.7,0.271,.492,13.8,33.4,0.226
493,1984-85,NJN*,NBA,82,42,40,.512,19755,3646,7445,3594,7221,52,224,1631,2237,1233,2325,3558,2163,772,415,1355,2011,8975,0.23,0.41,0.64,101.0,107.9,107.7,.493,13.8,33.9,0.219,.505,15.6,31.8,0.263
494,1984-85,POR*,NBA,82,42,40,.512,19880,3708,7374,3657,7172,51,202,2002,2667,1202,2298,3500,2225,821,516,1481,1957,9469,3.40,-0.60,2.80,103.5,110.4,107.2,.506,14.8,34.0,0.271,.497,15.9,35.6,0.232
495,1985-86,UTA*,NBA,82,42,40,.512,19780,3453,7083,3418,6914,35,169,1930,2694,1068,2479,3547,2199,717,666,1518,2038,8871,-0.37,-0.30,-0.67,103.3,104.2,104.6,.490,15.5,29.8,0.272,.477,15.4,32.8,0.258
496,1986-87,GSW*,NBA,82,42,40,.512,19905,3551,7412,3435,7048,116,364,1970,2526,1193,2351,3544,2083,715,321,1354,2138,9188,-2.34,-0.19,-2.53,101.7,108.9,111.2,.487,13.7,32.5,0.266,.503,14.2,34.7,0.272
497,1986-87,HOU*,NBA,82,42,40,.512,19780,3465,7262,3376,6938,89,324,1746,2355,1190,2481,3671,2227,654,555,1384,1973,8765,1.00,-0.40,0.60,99.9,106.5,105.5,.483,14.3,33.5,0.240,.470,14.1,32.0,0.261
498,1986-87,WSB*,NBA,82,42,40,.512,19705,3356,7397,3313,7179,43,218,1935,2531,1305,2315,3620,1750,755,685,1301,1775,8690,-1.37,0.35,-1.01,100.2,105.7,107.0,.457,13.3,34.5,0.262,.480,14.6,36.6,0.222
499,1987-88,CLE*,NBA,82,42,40,.512,19780,3313,6755,3186,6419,127,336,1813,2438,1015,2289,3304,2070,733,526,1439,1836,8566,0.76,0.52,1.28,97.3,106.8,106.0,.500,15.5,31.0,0.268,.485,15.2,33.6,0.227
