
,,,,,,,,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Miscellaneous,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent
1025,2011-12,CLE,NBA,66,21,45,.318,15965,2261,5360,1821,4087,440,1273,1178,1645,841,1949,2790,1308,466,262,1017,1317,6140,-7.20,-0.14,-7.34,91.3,101.1,108.9,.463,14.3,28.9,0.220,.508,13.1,27.8,0.202
1026,2011-12,NOH,NBA,66,21,45,.318,15940,2300,5103,2041,4326,259,777,1057,1397,724,1991,2715,1368,488,316,1024,1324,5916,-3.76,0.65,-3.11,88.3,100.9,105.1,.476,15.2,27.5,0.207,.485,13.5,26.9,0.218
1027,2012-13,CHA,NBA,82,21,61,.256,19805,2823,6649,2354,5250,469,1399,1546,2060,917,2389,3306,1587,591,479,1153,1561,7661,-9.23,-0.06,-9.29,91.5,101.5,111.5,.460,13.2,25.7,0.233,.524,13.2,28.9,0.197
1028,1982-83,IND,NBA,82,20,62,.244,19830,3707,7723,3657,7487,50,236,1447,1910,1299,2294,3593,2150,755,411,1535,2086,8911,-5.85,0.49,-5.36,103.9,103.8,109.4,.483,15.2,33.6,0.187,.520,16.4,34.5,0.249
1029,1987-88,GSW,NBA,82,20,62,.244,19780,3463,7404,3372,7092,91,312,1754,2204,1140,2252,3392,2005,741,283,1395,2155,8771,-8.32,-0.06,-8.38,101.6,104.7,112.9,.474,14.3,31.2,0.237,.511,14.4,34.9,0.283
1030,1988-89,CHH,NBA,82,20,62,.244,19780,3426,7430,3292,7000,134,430,1580,2060,1138,2200,3338,2323,705,264,1318,2068,8566,-8.52,0.79,-7.74,100.3,103.7,112.1,.470,13.7,30.3,0.213,.508,14.7,35.1,0.287
1031,1990-91,DEN,NBA,82,20,62,.244,19730,3901,8868,3601,7809,300,1059,1726,2263,1520,2530,4050,2005,856,406,1332,2235,9828,-10.91,0.60,-10.32,113.7,105.2,114.7,.457,11.9,33.1,0.195,.524,14.1,32.9,0.299
1032,1993-94,DET,NBA,82,20,62,.244,19730,3169,7017,2811,5976,358,1041,1253,1715,1027,2320,3347,1767,602,309,1236,1935,7949,-7.78,0.33,-7.46,94.2,102.7,110.9,.477,13.7,28.4,0.179,.493,12.8,33.9,0.262
1033,1993-94,MIL,NBA,82,20,62,.244,19705,3044,6807,2713,5788,331,1019,1530,2181,1126,2154,3280,1946,800,407,1343,1821,7949,-6.48,0.24,-6.24,94.5,102.5,109.3,.471,14.7,31.1,0.225,.513,15.7,33.5,0.254
1034,1993-94,MIN,NBA,82,20,62,.244,19730,2985,6535,2802,5978,183,557,1777,2303,990,2343,3333,1967,600,440,1478,2016,7930,-6.93,0.38,-6.55,94.7,101.9,109.2,.471,16.4,30.1,0.272,.488,12.8,32.0,0.259
1035,1996-97,SAS,NBA,82,20,62,.244,19730,2827,6391,2449,5211,378,1180,1386,1929,1101,2129,3230,1661,646,431,1243,1764,7418,-7.88,-0.05,-7.93,87.3,103.3,112.3,.472,14.7,32.4,0.217,.514,14.0,33.0,0.236
1036,1997-98,DAL,NBA,82,20,62,.244,19905,2882,6754,2460,5571,422,1183,1308,1738,1008,2280,3288,1535,646,466,1182,1643,7494,-6.11,-0.22,-6.33,89.9,100.5,107.2,.458,13.6,27.6,0.194,.488,14.0,34.9,0.195
1037,2007-08,SEA,NBA,82,20,62,.244,19830,3125,7032,2812,6093,313,939,1436,1866,971,2688,3659,1748,531,400,1310,1680,7999,-8.76,0.72,-8.04,96.3,100.5,109.5,.467,14.3,26.8,0.204,.503,11.9,26.3,0.215
1038,2011-12,WAS,NBA,66,20,46,.303,15865,2414,5475,2070,4400,344,1075,1008,1386,775,1975,2750,1262,527,417,1008,1405,6180,-4.80,-0.34,-5.14,92.5,101.0,106.2,.472,14.2,27.3,0.184,.492,14.2,29.1,0.229
1039,2012-13,ORL,NBA,82,20,62,.244,19780,3093,6904,2587,5367,506,1537,1026,1359,890,2612,3502,1871,528,358,1191,1591,7718,-6.99,-0.13,-7.12,92.2,101.6,109.1,.485,13.7,25.4,0.149,.508,11.8,25.4,0.195
1040,2014-15,DEN,NBA,59,20,39,.339,14260,2176,5104,1734,3684,442,1420,1069,1461,728,1909,2637,1262,433,277,831,1344,5863,-4.83,0.26,-4.57,95.8,103.0,108.1,.470,12.6,26.3,0.209,.499,12.6,25.3,0.237
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
1041,2014-15,SAC,NBA,57,20,37,.351,13830,2063,4579,1775,3689,288,890,1292,1671,627,1932,2559,1112,359,225,945,1214,5706,-4.33,1.38,-2.96,95.0,104.3,108.8,.482,15.1,26.9,0.282,.499,11.3,24.1,0.213
1042,1987-88,NJN,NBA,82,19,63,.232,19780,3208,6857,3071,6402,137,455,1682,2308,1075,2262,3337,1795,727,385,1503,2042,8235,-8.11,1.13,-6.98,98.6,101.4,109.6,.478,16.0,30.4,0.245,.506,15.2,31.4,0.274
1043,1989-90,CHH,NBA,82,19,63,.232,19755,3270,7183,3065,6572,205,611,1487,1967,962,2211,3173,2080,778,262,1226,1889,8232,-7.82,0.81,-7.01,98.1,102.0,109.9,.470,13.2,26.1,0.207,.506,14.7,32.5,0.269
1044,1992-93,MIN,NBA,82,19,63,.232,19855,3043,6529,2877,5960,166,569,1794,2247,940,2204,3144,2001,649,455,1422,2028,8046,-7.78,0.16,-7.62,93.8,103.6,111.8,.479,15.9,28.7,0.275,.503,13.5,33.7,0.269
1045,1997-98,GSW,NBA,82,19,63,.232,19830,2845,6883,2656,6187,189,696,1358,1912,1288,2473,3761,1708,621,448,1369,1859,7237,-9.12,-0.08,-9.20,91.4,95.8,105.7,.427,15.1,33.7,0.197,.469,13.0,31.4,0.247
1046,1997-98,VAN,NBA,82,19,63,.232,19830,3006,6567,2681,5669,325,898,1586,2145,1081,2313,3394,1960,614,349,1405,1809,7923,-7.30,-0.16,-7.47,92.1,104.1,112.0,.482,15.8,31.5,0.242,.507,13.0,33.1,0.240
1047,1998-99,BOS,NBA,50,19,31,.380,12150,1816,4164,1543,3406,273,758,745,1077,680,1458,2138,1073,453,255,807,1193,4650,-1.86,0.11,-1.75,91.5,100.4,102.4,.469,14.8,30.6,0.179,.465,15.6,30.6,0.287
1048,1998-99,DAL,NBA,50,19,31,.380,12075,1749,4033,1547,3438,202,595,881,1210,645,1478,2123,921,352,292,692,1065,4581,-2.40,-0.10,-2.50,89.0,102.3,104.9,.459,13.2,29.8,0.218,.476,13.3,30.9,0.212
1049,1999-00,GSW,NBA,82,19,63,.232,19755,2996,7140,2651,6071,345,1069,1497,2147,1300,2438,3738,1851,731,356,1302,2043,7834,-8.27,0.65,-7.62,95.4,99.8,108.4,.444,13.9,32.6,0.210,.499,14.6,30.9,0.259
1050,2000-01,WAS,NBA,82,19,63,.232,19680,2833,6453,2558,5605,275,848,1704,2245,1016,2370,3386,1647,630,383,1391,1913,7645,-6.67,-0.08,-6.75,92.7,100.6,107.8,.460,15.7,29.7,0.264,.503,14.1,28.2,0.236
1051,2008-09,LAC,NBA,82,19,63,.232,19880,2955,6696,2420,5183,535,1513,1354,1839,890,2377,3267,1723,572,482,1221,1650,7799,-8.77,0.31,-8.46,92.1,102.3,111.7,.481,14.0,25.1,0.202,.512,12.4,28.8,0.227
1052,2008-09,WAS,NBA,82,19,63,.232,19705,2994,6655,2599,5457,395,1198,1494,1948,956,2330,3286,1641,619,365,1146,1679,7877,-7.46,0.48,-6.98,91.0,105.4,113.6,.480,13.2,27.7,0.224,.533,13.3,28.6,0.227
1053,2010-11,CLE,NBA,82,19,63,.232,19755,2886,6647,2377,5158,509,1489,1546,2075,856,2449,3305,1720,544,341,1166,1648,7827,-9.01,0.14,-8.88,93.0,102.2,111.8,.472,13.4,24.2,0.233,.524,12.7,26.7,0.211
1054,2013-14,PHI,NBA,82,19,63,.232,19855,3108,7150,2531,5303,577,1847,1362,1918,949,2556,3505,1791,765,330,1384,1844,8155,-10.45,-0.21,-10.66,99.2,99.4,109.9,.475,14.8,24.8,0.190,.524,14.9,27.6,0.244
1055,2014-15,ORL,NBA,61,19,42,.311,14715,2267,4983,1850,3800,417,1183,865,1188,557,1942,2499,1238,457,222,913,1295,5816,-5.66,-0.15,-5.81,93.8,101.2,107.2,.497,14.2,21.3,0.174,.513,13.3,23.1,0.213
1056,1989-90,MIA,NBA,82,18,64,.220,19730,3383,7345,3295,7045,88,300,1393,2028,1242,2313,3555,1957,736,388,1557,2123,8247,-9.72,0.13,-9.59,101.0,99.3,108.9,.467,15.9,33.5,0.190,.499,15.2,32.7,0.292
1057,1989-90,ORL,NBA,82,18,64,.220,19805,3457,7525,3341,7132,116,393,2060,2725,1304,2465,3769,1993,617,294,1407,1975,9090,-8.91,0.18,-8.73,104.1,105.8,114.3,.467,13.9,33.7,0.274,.511,12.1,32.2,0.245
1058,1995-96,PHI,NBA,82,18,64,.220,19730,2796,6418,2304,4980,492,1438,1662,2263,1031,2161,3192,1629,643,420,1414,1777,7746,-10.00,0.55,-9.46,92.2,102.2,113.0,.474,16.0,29.4,0.259,.522,14.4,35.0,0.217
1059,1998-99,WAS,NBA,50,18,32,.360,12050,1768,3969,1589,3389,179,580,845,1198,595,1403,1998,1064,393,193,736,1151,4560,-2.24,0.49,-1.75,89.8,101.2,103.7,.468,14.1,28.2,0.213,.474,15.1,30.5,0.273
1060,2004-05,CHA,NBA,82,18,64,.220,19880,2961,6859,2641,5978,320,881,1487,2096,1083,2335,3418,1794,695,440,1192,1894,7729,-5.99,-0.17,-6.16,92.3,101.1,107.5,.455,13.3,29.5,0.217,.497,14.7,29.1,0.269
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
1061,2004-05,NOH,NBA,82,18,64,.220,19930,2718,6556,2303,5240,415,1316,1401,1830,1019,2281,3300,1724,550,310,1217,1883,7252,-7.07,0.77,-6.30,87.6,99.7,107.7,.446,14.2,29.1,0.214,.491,13.9,29.3,0.261
1062,1981-82,SDC,NBA,82,17,65,.207,19755,3552,7101,3453,6763,99,338,1693,2341,1131,2196,3327,1878,636,299,1570,2353,8896,-7.39,0.34,-7.05,101.4,106.6,113.8,.507,16.2,33.2,0.238,.529,13.9,32.0,0.280
1063,1987-88,LAC,NBA,82,17,65,.207,19805,3190,7194,3111,6877,79,317,1644,2305,1191,2350,3541,1885,721,520,1534,1908,8103,-10.32,0.07,-10.24,100.8,97.4,107.6,.449,15.7,30.9,0.229,.486,14.8,34.6,0.244
1064,1989-90,NJN,NBA,82,17,65,.207,19705,3157,7415,3017,6909,140,506,1754,2350,1363,2324,3687,1475,774,481,1360,1952,8208,-7.87,0.05,-7.82,99.3,100.7,108.6,.435,13.9,34.5,0.237,.495,14.9,33.0,0.272
1065,1994-95,LAC,NBA,82,17,65,.207,19880,3060,6888,2729,5837,331,1051,1476,2079,1064,2076,3140,1805,787,435,1334,2152,7927,-9.16,0.72,-8.44,94.3,101.5,111.1,.468,14.6,29.6,0.214,.526,16.6,34.3,0.290
1066,1997-98,LAC,NBA,82,17,65,.207,19780,2930,6690,2405,5222,525,1468,1480,2047,1040,2276,3316,1533,625,456,1323,1827,7865,-7.37,-0.16,-7.53,92.4,103.3,111.2,.477,14.8,29.6,0.221,.498,12.9,33.9,0.243
1067,1999-00,CHI,NBA,82,17,65,.207,19805,2565,6180,2225,5148,340,1032,1482,2089,1032,2323,3355,1645,646,383,1557,1908,6952,-9.40,0.17,-9.23,89.4,94.2,104.6,.443,18.0,29.9,0.240,.484,14.5,30.1,0.240
1068,2000-01,GSW,NBA,82,17,65,.207,19780,2937,7175,2655,6211,282,964,1428,2024,1345,2385,3730,1788,742,410,1301,1727,7584,-9.05,0.94,-8.11,94.1,97.8,107.4,.429,13.9,33.3,0.199,.504,15.0,30.3,0.227
1069,2002-03,CLE,NBA,82,17,65,.207,19830,2850,6746,2557,5850,293,896,1502,2012,1118,2542,3660,1712,636,521,1501,1864,7495,-9.62,0.04,-9.58,94.0,96.5,106.7,.444,16.4,31.0,0.223,.484,13.0,26.8,0.252
1070,2002-03,DEN,NBA,82,17,65,.207,19730,2689,6544,2460,5720,229,824,1294,1850,1112,2363,3475,1737,712,422,1514,2056,6901,-8.28,0.87,-7.41,91.0,92.2,101.3,.428,17.1,31.3,0.198,.477,16.5,26.7,0.290
1071,2008-09,SAC,NBA,82,17,65,.207,19905,2990,6685,2404,5091,586,1594,1682,2107,840,2366,3206,1619,569,349,1266,1910,8248,-8.76,0.16,-8.59,94.2,105.5,114.7,.491,14.3,24.5,0.252,.526,13.0,30.1,0.269
1072,2010-11,MIN,NBA,82,17,65,.207,19780,3090,7014,2501,5449,589,1565,1519,1977,1085,2556,3641,1650,592,422,1398,1825,8288,-6.63,0.67,-5.97,96.5,104.2,111.1,.483,15.1,29.6,0.217,.514,13.1,26.3,0.251
1073,1979-80,DET,NBA,82,16,66,.195,19780,3643,7596,3586,7377,57,219,1590,2149,1226,2415,3641,1950,783,562,1742,2069,8933,-8.24,0.67,-7.58,107.1,101.2,108.8,.483,16.9,32.3,0.209,.499,15.2,35.3,0.239
1074,1997-98,TOR,NBA,82,16,66,.195,19930,2965,6813,2593,5727,372,1086,1479,2060,1187,2149,3336,1746,769,663,1371,1851,7781,-9.27,0.94,-8.33,92.6,101.2,111.0,.462,15.1,32.1,0.217,.508,14.9,37.1,0.235
1075,1998-99,NJN,NBA,50,16,34,.320,12050,1691,4160,1466,3481,225,679,962,1251,715,1437,2152,923,491,273,750,1134,4569,-3.78,0.58,-3.20,91.5,99.5,103.6,.434,13.7,31.1,0.231,.481,15.2,30.3,0.238
1076,2014-15,LAL,NBA,58,16,42,.276,14120,2174,5003,1788,3882,386,1121,1043,1406,682,1863,2545,1200,424,263,751,1232,5777,-6.45,1.09,-5.36,94.4,104.0,110.8,.473,11.8,25.5,0.208,.517,12.5,25.2,0.224
1077,1980-81,DAL,NBA,82,15,67,.183,19780,3204,6928,3158,6763,46,165,1868,2487,1109,2177,3286,1984,561,214,1439,2008,8322,-8.40,0.07,-8.33,98.6,102.4,110.8,.466,15.2,30.7,0.270,.516,15.1,35.0,0.245
1078,1981-82,CLE,NBA,82,15,67,.183,19805,3405,7334,3380,7197,25,137,1628,2179,1190,2170,3360,1871,634,357,1319,2193,8463,-8.51,0.74,-7.77,99.3,103.3,111.8,.466,13.7,32.0,0.222,.515,14.7,34.1,0.271
1079,1988-89,MIA,NBA,82,15,67,.183,19855,3221,7116,3124,6818,97,298,1477,2103,1309,2211,3520,1958,744,408,1728,2124,8016,-11.23,0.10,-11.13,99.1,97.8,109.0,.459,17.7,35.6,0.208,.499,16.0,35.0,0.292
1080,1991-92,MIN,NBA,82,15,67,.183,19805,3366,7342,3240,6948,126,394,1379,1857,1167,2168,3335,2025,619,526,1157,1866,8237,-7.05,0.20,-6.85,95.1,105.0,112.4,.467,12.4,31.5,0.188,.497,13.0,37.7,0.244
Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
1081,1995-96,VAN,NBA,82,15,67,.183,19880,2772,6483,2400,5354,372,1129,1446,1998,957,2170,3127,1706,728,333,1347,1852,7362,-9.98,0.43,-9.55,91.0,97.6,108.5,.456,15.5,27.3,0.223,.510,16.1,33.7,0.241
1082,1996-97,BOS,NBA,82,15,67,.183,19905,3066,6967,2599,5636,467,1331,1649,2199,1095,2188,3283,1792,810,315,1342,1915,8248,-7.33,0.71,-6.62,95.8,103.9,111.4,.474,14.5,29.4,0.237,.539,15.8,31.5,0.243
1083,1999-00,LAC,NBA,82,15,67,.183,19705,2877,6757,2448,5490,429,1267,1363,1826,955,2377,3332,1479,578,494,1325,1821,7546,-11.52,0.80,-10.73,93.9,97.8,110.1,.458,14.9,26.1,0.202,.507,13.1,30.4,0.220
1084,2000-01,CHI,NBA,82,15,67,.183,19855,2721,6411,2392,5461,329,950,1410,1909,926,2260,3186,1810,675,379,1292,1902,7181,-9.10,0.01,-9.09,89.3,97.2,107.3,.450,15.1,26.6,0.220,.499,14.3,29.7,0.254
1085,2007-08,MIA,NBA,82,15,67,.183,19830,2808,6336,2317,4963,491,1373,1384,1903,743,2342,3085,1644,589,355,1202,1670,7491,-8.65,0.12,-8.53,90.2,100.5,110.0,.482,14.4,22.1,0.218,.510,13.6,28.1,0.245
1086,2009-10,MIN,NBA,82,15,67,.183,19780,3106,6923,2703,5742,403,1181,1436,1926,962,2556,3518,1626,597,306,1333,1699,8051,-9.60,0.54,-9.06,96.1,101.7,111.6,.478,14.6,26.7,0.207,.525,13.0,26.4,0.220
1087,2013-14,MIL,NBA,82,15,67,.183,19880,2952,6737,2404,5184,548,1553,1377,1843,971,2399,3370,1760,541,403,1238,1713,7829,-8.18,-0.23,-8.41,91.8,103.0,111.8,.479,14.1,27.1,0.204,.520,13.2,28.6,0.225
1088,1982-83,HOU,NBA,82,14,68,.171,19730,3338,7446,3271,7175,67,271,1402,1934,1206,2260,3466,1931,646,422,1571,2131,8145,-11.60,0.48,-11.12,102.2,97.0,108.3,.453,15.9,30.8,0.188,.505,15.4,34.6,0.246
1089,1996-97,VAN,NBA,82,14,68,.171,19780,2819,6453,2374,5179,445,1274,1230,1734,1023,2155,3178,1862,657,464,1301,1755,7313,-10.23,0.06,-10.17,88.4,100.3,111.8,.471,15.3,29.7,0.191,.510,14.4,35.9,0.224
1090,1998-99,DEN,NBA,50,14,36,.280,12025,1681,3989,1379,3067,302,922,1010,1325,647,1392,2039,969,376,275,739,1145,4674,-6.60,-0.07,-6.67,90.5,103.1,110.4,.459,13.9,30.1,0.253,.499,13.2,30.8,0.248
1091,1993-94,DAL,NBA,82,13,69,.159,19730,3055,7070,2814,6297,241,773,1450,1942,1271,2150,3421,1629,767,299,1393,2007,7801,-8.70,0.50,-8.19,94.5,100.4,109.6,.449,15.0,33.7,0.205,.513,15.8,33.9,0.283
1092,1998-99,CHI,NBA,50,13,37,.260,12075,1539,3837,1362,3225,177,612,840,1185,573,1394,1967,1017,436,169,774,1112,4095,-9.46,0.88,-8.58,88.1,92.4,103.0,.424,15.1,26.8,0.219,.483,15.3,28.3,0.241
1093,2004-05,ATL,NBA,82,13,69,.159,19855,2942,6672,2638,5699,304,973,1417,1994,1100,2335,3435,1614,629,344,1319,2009,7605,-9.71,0.09,-9.62,91.4,100.6,111.1,.464,14.9,30.7,0.212,.513,14.0,27.9,0.289
1094,2014-15,MIN,NBA,58,13,45,.224,13970,2124,4894,1834,4024,290,870,1127,1481,716,1707,2423,1266,491,227,878,1136,5665,-7.84,0.70,-7.14,94.9,102.6,110.8,.464,13.7,27.8,0.230,.535,14.4,27.5,0.193
1095,2014-15,PHI,NBA,59,13,46,.220,14210,1944,4743,1487,3295,457,1448,968,1423,672,1824,2496,1194,575,355,1098,1254,5313,-10.54,0.35,-10.19,95.7,93.7,104.7,.458,17.0,24.9,0.204,.499,15.5,27.1,0.218
1096,1986-87,LAC,NBA,82,12,70,.146,19780,3311,7332,3233,6984,78,348,1866,2515,1231,2137,3368,1971,751,432,1493,2004,8566,-11.43,0.43,-11.00,102.7,101.2,112.3,.457,15.0,31.8,0.255,.526,15.5,35.7,0.258
1097,2009-10,NJN,NBA,82,12,70,.146,19780,2813,6554,2436,5369,377,1185,1572,2015,897,2358,3255,1540,573,393,1182,1643,7575,-9.12,0.20,-8.93,91.4,100.6,110.5,.458,13.7,25.1,0.240,.517,13.3,28.2,0.229
